시도,시군구,year,month,grdp_month
강원특별자치도,강릉시,2010,1,308451.8737
강원특별자치도,강릉시,2010,2,322260.2607
강원특별자치도,강릉시,2010,3,332824.2168
강원특별자치도,강릉시,2010,4,354194.2507
강원특별자치도,강릉시,2010,5,344438.6086
강원특별자치도,강릉시,2010,6,346267.5587
강원특별자치도,강릉시,2010,7,334005.0257
강원특별자치도,강릉시,2010,8,336575.2407
강원특별자치도,강릉시,2010,9,341954.0674
강원특별자치도,강릉시,2010,10,353844.1055
강원특별자치도,강릉시,2010,11,374368.5759
강원특별자치도,강릉시,2010,12,371448.2157
강원특별자치도,강릉시,2011,1,346632.443
강원특별자치도,강릉시,2011,2,327113.9226
강원특별자치도,강릉시,2011,3,360414.7791
강원특별자치도,강릉시,2011,4,343068.8957
강원특별자치도,강릉시,2011,5,349012.8363
강원특별자치도,강릉시,2011,6,348548.0258
강원특별자치도,강릉시,2011,7,359622.4885
강원특별자치도,강릉시,2011,8,362622.6291
강원특별자치도,강릉시,2011,9,367013.6799
강원특별자치도,강릉시,2011,10,363693.1018
강원특별자치도,강릉시,2011,11,368379.9412
강원특별자치도,강릉시,2011,12,367605.257
강원특별자치도,강릉시,2012,1,350479.8312
강원특별자치도,강릉시,2012,2,371859.5507
강원특별자치도,강릉시,2012,3,374484.144
강원특별자치도,강릉시,2012,4,375889.5487
강원특별자치도,강릉시,2012,5,371142.7943
강원특별자치도,강릉시,2012,6,362966.8523
강원특별자치도,강릉시,2012,7,354692.5319
강원특별자치도,강릉시,2012,8,343073.3483
강원특별자치도,강릉시,2012,9,347756.8596
강원특별자치도,강릉시,2012,10,369196.3087
강원특별자치도,강릉시,2012,11,351431.9929
강원특별자치도,강릉시,2012,12,349155.2373
강원특별자치도,강릉시,2013,1,355784.2197
강원특별자치도,강릉시,2013,2,351141.2108
강원특별자치도,강릉시,2013,3,347622.8183
강원특별자치도,강릉시,2013,4,369131.5483
강원특별자치도,강릉시,2013,5,365486.2399
강원특별자치도,강릉시,2013,6,362401.4769
강원특별자치도,강릉시,2013,7,368648.5626
강원특별자치도,강릉시,2013,8,357853.655
강원특별자치도,강릉시,2013,9,360843.2309
강원특별자치도,강릉시,2013,10,387287.5817
강원특별자치도,강릉시,2013,11,361040.6558
강원특별자치도,강릉시,2013,12,359605.8003
강원특별자치도,강릉시,2014,1,391176.2282
강원특별자치도,강릉시,2014,2,391688.3955
강원특별자치도,강릉시,2014,3,396955.8685
강원특별자치도,강릉시,2014,4,384469.4528
강원특별자치도,강릉시,2014,5,380330.991
강원특별자치도,강릉시,2014,6,376786.9424
강원특별자치도,강릉시,2014,7,375459.7935
강원특별자치도,강릉시,2014,8,365926.7515
강원특별자치도,강릉시,2014,9,375571.9469
강원특별자치도,강릉시,2014,10,378648.6895
강원특별자치도,강릉시,2014,11,368846.4792
강원특별자치도,강릉시,2014,12,357040.461
강원특별자치도,강릉시,2015,1,391614.2747
강원특별자치도,강릉시,2015,2,398979.8001
강원특별자치도,강릉시,2015,3,393025.7039
강원특별자치도,강릉시,2015,4,388573.9692
강원특별자치도,강릉시,2015,5,376436.4688
강원특별자치도,강릉시,2015,6,400553.3262
강원특별자치도,강릉시,2015,7,398841.4247
강원특별자치도,강릉시,2015,8,412228.2574
강원특별자치도,강릉시,2015,9,413212.6996
강원특별자치도,강릉시,2015,10,385264.8201
강원특별자치도,강릉시,2015,11,389922.1411
강원특별자치도,강릉시,2015,12,391713.1142
강원특별자치도,강릉시,2016,1,387763.9599
강원특별자치도,강릉시,2016,2,378641.7024
강원특별자치도,강릉시,2016,3,384163.0687
강원특별자치도,강릉시,2016,4,392641.1668
강원특별자치도,강릉시,2016,5,414058.467
강원특별자치도,강릉시,2016,6,415566.8402
강원특별자치도,강릉시,2016,7,407612.8719
강원특별자치도,강릉시,2016,8,432403.0067
강원특별자치도,강릉시,2016,9,424685.0967
강원특별자치도,강릉시,2016,10,414370.5442
강원특별자치도,강릉시,2016,11,435883.8681
강원특별자치도,강릉시,2016,12,409777.4075
강원특별자치도,강릉시,2017,1,397371.8374
강원특별자치도,강릉시,2017,2,397000.6262
강원특별자치도,강릉시,2017,3,415178.2533
강원특별자치도,강릉시,2017,4,420691.7167
강원특별자치도,강릉시,2017,5,430468.2479
강원특별자치도,강릉시,2017,6,445961.4317
강원특별자치도,강릉시,2017,7,414310.7913
강원특별자치도,강릉시,2017,8,431488.1018
강원특별자치도,강릉시,2017,9,453088.6871
강원특별자치도,강릉시,2017,10,426076.2331
강원특별자치도,강릉시,2017,11,428686.434
강원특별자치도,강릉시,2017,12,424200.6396
강원특별자치도,강릉시,2018,1,416234.5465
강원특별자치도,강릉시,2018,2,425723.4725
강원특별자치도,강릉시,2018,3,404694.9294
강원특별자치도,강릉시,2018,4,412614.9772
강원특별자치도,강릉시,2018,5,427415.7904
강원특별자치도,강릉시,2018,6,422083.9936
강원특별자치도,강릉시,2018,7,424863.3768
강원특별자치도,강릉시,2018,8,430899.9743
강원특별자치도,강릉시,2018,9,412634.8868
강원특별자치도,강릉시,2018,10,413088.8262
강원특별자치도,강릉시,2018,11,422669.3364
강원특별자치도,강릉시,2018,12,423648.8899
강원특별자치도,강릉시,2019,1,456500.1536
강원특별자치도,강릉시,2019,2,451326.746
강원특별자치도,강릉시,2019,3,413048.5243
강원특별자치도,강릉시,2019,4,438861.4558
강원특별자치도,강릉시,2019,5,433941.9322
강원특별자치도,강릉시,2019,6,425193.3379
강원특별자치도,강릉시,2019,7,439852.0197
강원특별자치도,강릉시,2019,8,431428.064
강원특별자치도,강릉시,2019,9,471974.5939
강원특별자치도,강릉시,2019,10,432339.5493
강원특별자치도,강릉시,2019,11,429097.3253
강원특별자치도,강릉시,2019,12,450082.298
강원특별자치도,강릉시,2020,1,500733.6937
강원특별자치도,강릉시,2020,2,464037.9963
강원특별자치도,강릉시,2020,3,482618.0962
강원특별자치도,강릉시,2020,4,463108.9913
강원특별자치도,강릉시,2020,5,426877.7964
강원특별자치도,강릉시,2020,6,451496.4288
강원특별자치도,강릉시,2020,7,460786.4788
강원특별자치도,강릉시,2020,8,455676.9513
강원특별자치도,강릉시,2020,9,462644.4888
강원특별자치도,강릉시,2020,10,463573.4938
강원특별자치도,강릉시,2020,11,471470.0362
강원특별자치도,강릉시,2020,12,473792.5487
강원특별자치도,강릉시,2021,1,461962.7314
강원특별자치도,강릉시,2021,2,477876.3412
강원특별자치도,강릉시,2021,3,506895.2767
강원특별자치도,강릉시,2021,4,467579.2996
강원특별자치도,강릉시,2021,5,461026.6367
강원특별자치도,강릉시,2021,6,458686.4
강원특별자치도,강릉시,2021,7,476004.1518
강원특별자치도,강릉시,2021,8,475068.0571
강원특별자치도,강릉시,2021,9,470387.5837
강원특별자치도,강릉시,2021,10,483960.9567
강원특별자치도,강릉시,2021,11,490045.5722
강원특별자치도,강릉시,2021,12,504086.9927
강원특별자치도,고성군,2010,1,60436.06643
강원특별자치도,고성군,2010,2,63141.59252
강원특별자치도,고성군,2010,3,65211.42579
강원특별자치도,고성군,2010,4,69398.53212
강원특별자치도,고성군,2010,5,67487.07465
강원특별자치도,고성군,2010,6,67845.42731
강원특별자치도,고성군,2010,7,65442.78586
강원특별자치도,고성군,2010,8,65946.37717
강원특별자치도,고성군,2010,9,67000.26972
강원특별자치도,고성군,2010,10,69329.92692
강원특별자치도,고성군,2010,11,73351.359
강원특별자치도,고성군,2010,12,72779.16249
강원특별자치도,고성군,2011,1,67389.67822
강원특별자치도,고성군,2011,2,63595.03396
강원특별자치도,고성군,2011,3,70069.13657
강원특별자치도,고성군,2011,4,66696.8801
강원특별자치도,고성군,2011,5,67852.45641
강원특별자치도,고성군,2011,6,67762.09144
강원특별자치도,고성군,2011,7,69915.10537
강원특별자치도,고성군,2011,8,70498.37019
강원특별자치도,고성군,2011,9,71352.04535
강원특별자치도,고성군,2011,10,70706.48346
강원특별자치도,고성군,2011,11,71617.6636
강원특별자치도,고성군,2011,12,71467.05531
강원특별자치도,고성군,2012,1,70125.98563
강원특별자치도,고성군,2012,2,74403.76074
강원특별자치도,고성군,2012,3,74928.90421
강원특별자치도,고성군,2012,4,75210.10553
강원특별자치도,고성군,2012,5,74260.34806
강원특별자치도,고성군,2012,6,72624.45937
강원특별자치도,고성군,2012,7,70968.88659
강원특별자치도,고성군,2012,8,68644.05466
강원특별자치도,고성군,2012,9,69581.15807
강원특별자치도,고성군,2012,10,73870.88423
강원특별자치도,고성군,2012,11,70316.49952
강원특별자치도,고성군,2012,12,69860.95338
강원특별자치도,고성군,2013,1,69570.82696
강원특별자치도,고성군,2013,2,68662.92281
강원특별자치도,고성군,2013,3,67974.92862
강원특별자치도,고성군,2013,4,72180.79288
강원특별자치도,고성군,2013,5,71467.98127
강원특별자치도,고성군,2013,6,70864.77996
강원특별자치도,고성군,2013,7,72086.34879
강원특별자치도,고성군,2013,8,69975.48887
강원특별자치도,고성군,2013,9,70560.07712
강원특별자치도,고성군,2013,10,75731.06349
강원특별자치도,고성군,2013,11,70598.682
강원특별자치도,고성군,2013,12,70318.10722
강원특별자치도,고성군,2014,1,75200.19338
강원특별자치도,고성군,2014,2,75298.65305
강원특별자치도,고성군,2014,3,76311.27846
강원특별자치도,고성군,2014,4,73910.87472
강원특별자치도,고성군,2014,5,73115.2918
강원특별자치도,고성군,2014,6,72433.9796
강원특별자치도,고성군,2014,7,72178.84687
강원특별자치도,고성군,2014,8,70346.2033
강원특별자치도,고성군,2014,9,72200.40738
강원특별자치도,고성군,2014,10,72791.88411
강원특별자치도,고성군,2014,11,70907.49531
강원특별자치도,고성군,2014,12,68637.89201
강원특별자치도,고성군,2015,1,74402.86739
강원특별자치도,고성군,2015,2,75802.24492
강원특별자치도,고성군,2015,3,74671.02508
강원특별자치도,고성군,2015,4,73825.2392
강원특별자치도,고성군,2015,5,71519.2333
강원특별자치도,고성군,2015,6,76101.19943
강원특별자치도,고성군,2015,7,75775.95495
강원특별자치도,고성군,2015,8,78319.32172
강원특별자치도,고성군,2015,9,78506.35608
강원특별자치도,고성군,2015,10,73196.53336
강원특별자치도,고성군,2015,11,74081.37862
강원특별자치도,고성군,2015,12,74421.64594
강원특별자치도,고성군,2016,1,73110.87992
강원특별자치도,고성군,2016,2,71390.92567
강원특별자치도,고성군,2016,3,72431.95061
강원특별자치도,고성군,2016,4,74030.45195
강원특별자치도,고성군,2016,5,78068.57261
강원특별자치도,고성군,2016,6,78352.96856
강원특별자치도,고성군,2016,7,76853.28915
강원특별자치도,고성군,2016,8,81527.34026
강원특별자치도,고성군,2016,9,80072.16844
강원특별자치도,고성군,2016,10,78127.41315
강원특별자치도,고성군,2016,11,82183.63859
강원특별자치도,고성군,2016,12,77261.4011
강원특별자치도,고성군,2017,1,73722.86893
강원특별자치도,고성군,2017,2,73653.99954
강원특별자치도,고성군,2017,3,77026.42479
강원특별자치도,고성군,2017,4,78049.31646
강원특별자치도,고성군,2017,5,79863.11869
강원특별자치도,고성군,2017,6,82737.50952
강원특별자치도,고성군,2017,7,76865.4879
강원특별자치도,고성군,2017,8,80052.32828
강원특별자치도,고성군,2017,9,84059.80179
강원특별자치도,고성군,2017,10,79048.28507
강원특별자치도,고성군,2017,11,79532.54562
강원특별자치도,고성군,2017,12,78700.31342
강원특별자치도,고성군,2018,1,80686.43247
강원특별자치도,고성군,2018,2,82525.84632
강원특별자치도,고성군,2018,3,78449.49528
강원특별자치도,고성군,2018,4,79984.78447
강원특별자치도,고성군,2018,5,82853.89956
강원특별자치도,고성군,2018,6,81820.33887
강원특별자치도,고성군,2018,7,82359.11808
강원특별자치도,고성군,2018,8,83529.3033
강원특별자치도,고성군,2018,9,79988.64392
강원특별자치도,고성군,2018,10,80076.63938
강원특별자치도,고성군,2018,11,81933.8067
강원특별자치도,고성군,2018,12,82123.69163
강원특별자치도,고성군,2019,1,94348.22642
강원특별자치도,고성군,2019,2,93279.00043
강원특별자치도,고성군,2019,3,85367.76031
강원특별자치도,고성군,2019,4,90702.70771
강원특별자치도,고성군,2019,5,89685.95379
강원특별자치도,고성군,2019,6,87877.81779
강원특별자치도,고성군,2019,7,90907.43481
강원특별자치도,고성군,2019,8,89166.39425
강원특별자치도,고성군,2019,9,97546.44222
강원특별자치도,고성군,2019,10,89354.77759
강원특별자치도,고성군,2019,11,88684.68343
강원특별자치도,고성군,2019,12,93021.80125
강원특별자치도,고성군,2020,1,102570.4519
강원특별자치도,고성군,2020,2,95053.6934
강원특별자치도,고성군,2020,3,98859.64709
강원특별자치도,고성군,2020,4,94863.39572
강원특별자치도,고성군,2020,5,87441.78602
강원특별자치도,고성군,2020,6,92484.67466
강원특별자치도,고성군,2020,7,94387.65151
강원특별자치도,고성군,2020,8,93341.01424
강원특별자치도,고성군,2020,9,94768.24688
강원특별자치도,고성군,2020,10,94958.54456
강원특별자치도,고성군,2020,11,96576.07488
강원특별자치도,고성군,2020,12,97051.81909
강원특별자치도,고성군,2021,1,93313.31657
강원특별자치도,고성군,2021,2,96527.75706
강원특별자치도,고성군,2021,3,102389.3838
강원특별자치도,고성군,2021,4,94447.82498
강원특별자치도,고성군,2021,5,93124.23184
강원특별자치도,고성군,2021,6,92651.52
강원특별자치도,고성군,2021,7,96149.58759
강원특별자치도,고성군,2021,8,95960.50286
강원특별자치도,고성군,2021,9,95015.07918
강원특별자치도,고성군,2021,10,97756.80784
강원특별자치도,고성군,2021,11,98985.85861
강원특별자치도,고성군,2021,12,101822.1296
강원특별자치도,동해시,2010,1,196671.3128
강원특별자치도,동해시,2010,2,205475.6477
강원특별자치도,동해시,2010,3,212211.3082
강원특별자치도,동해시,2010,4,225837.008
강원특별자치도,동해시,2010,5,219616.7347
강원특별자치도,동해시,2010,6,220782.8875
강원특별자치도,동해시,2010,7,212964.2012
강원특별자치도,동해시,2010,8,214602.9902
강원특별자치도,동해시,2010,9,218032.572
강원특별자치도,동해시,2010,10,225613.7527
강원특별자치도,동해시,2010,11,238700.3146
강원특별자치도,동해시,2010,12,236838.2702
강원특별자치도,동해시,2011,1,207852.9824
강원특별자치도,동해시,2011,2,196148.9923
강원특별자치도,동해시,2011,3,216117.355
강원특별자치도,동해시,2011,4,205716.1544
강원특별자치도,동해시,2011,5,209280.3498
강원특별자치도,동해시,2011,6,209001.6331
강원특별자치도,동해시,2011,7,215642.2697
강원특별자치도,동해시,2011,8,217441.2594
강원특별자치도,동해시,2011,9,220074.2876
강원특별자치도,동해시,2011,10,218083.1524
강원특별자치도,동해시,2011,11,220893.5458
강원특별자치도,동해시,2011,12,220429.018
강원특별자치도,동해시,2012,1,218788.3298
강원특별자치도,동해시,2012,2,232134.6987
강원특별자치도,동해시,2012,3,233773.1107
강원특별자치도,동해시,2012,4,234650.4398
강원특별자치도,동해시,2012,5,231687.2608
강원특별자치도,동해시,2012,6,226583.3988
강원특별자치도,동해시,2012,7,221418.1238
강원특별자치도,동해시,2012,8,214164.8055
강원특별자치도,동해시,2012,9,217088.5047
강원특별자치도,동해시,2012,10,230472.16
강원특별자치도,동해시,2012,11,219382.7203
강원특별자치도,동해시,2012,12,217961.4471
강원특별자치도,동해시,2013,1,216558.7526
강원특별자치도,동해시,2013,2,213732.6457
강원특별자치도,동해시,2013,3,211591.0705
강원특별자치도,동해시,2013,4,224683.0051
강원특별자치도,동해시,2013,5,222464.1786
강원특별자치도,동해시,2013,6,220586.545
강원특별자치도,동해시,2013,7,224389.0213
강원특별자치도,동해시,2013,8,217818.3765
강원특별자치도,동해시,2013,9,219638.0718
강원특별자치도,동해시,2013,10,235734.2202
강원특별자치도,동해시,2013,11,219758.2403
강원특별자치도,동해시,2013,12,218884.8724
강원특별자치도,동해시,2014,1,248046.8131
강원특별자치도,동해시,2014,2,248371.581
강원특별자치도,동해시,2014,3,251711.7121
강원특별자치도,동해시,2014,4,243794.0131
강원특별자치도,동해시,2014,5,241169.7937
강원특별자치도,동해시,2014,6,238922.4947
강원특별자치도,동해시,2014,7,238080.9429
강원특별자치도,동해시,2014,8,232035.993
강원특별자치도,동해시,2014,9,238152.0599
강원특별자치도,동해시,2014,10,240103.0378
강원특별자치도,동해시,2014,11,233887.4071
강원특별자치도,동해시,2014,12,226401.1515
강원특별자치도,동해시,2015,1,231178.4113
강원특별자치도,동해시,2015,2,235526.441
강원특별자치도,동해시,2015,3,232011.6086
강원특별자치도,동해시,2015,4,229383.653
강원특별자치도,동해시,2015,5,222218.6229
강원특별자치도,동해시,2015,6,236455.3276
강원특별자치도,동해시,2015,7,235444.755
강원특별자치도,동해시,2015,8,243347.293
강원특별자치도,동해시,2015,9,243928.4306
강원특별자치도,동해시,2015,10,227430.1904
강원특별자치도,동해시,2015,11,230179.5081
강원특별자치도,동해시,2015,12,231236.7585
강원특별자치도,동해시,2016,1,212072.9441
강원특별자치도,동해시,2016,2,207083.8678
강원특별자치도,동해시,2016,3,210103.5719
강원특별자치도,동해시,2016,4,214740.3494
강원특별자치도,동해시,2016,5,226453.7379
강원특별자치도,동해시,2016,6,227278.686
강원특별자치도,동해시,2016,7,222928.5616
강원특별자치도,동해시,2016,8,236486.5954
강원특별자치도,동해시,2016,9,232265.5742
강원특별자치도,동해시,2016,10,226624.4168
강원특별자치도,동해시,2016,11,238390.3219
강원특별자치도,동해시,2016,12,224112.3731
강원특별자치도,동해시,2017,1,236514.382
강원특별자치도,동해시,2017,2,236293.4383
강원특별자치도,동해시,2017,3,247112.7009
강원특별자치도,동해시,2017,4,250394.2958
강원특별자치도,동해시,2017,5,256213.2543
강원특별자치도,동해시,2017,6,265434.7453
강원특별자치도,동해시,2017,7,246596.3904
강원특별자치도,동해시,2017,8,256820.2679
강원특별자치도,동해시,2017,9,269676.8637
강원특별자치도,동해시,2017,10,253599.1418
강원특별자치도,동해시,2017,11,255152.7247
강원특별자치도,동해시,2017,12,252482.7949
강원특별자치도,동해시,2018,1,258167.7087
강원특별자치도,동해시,2018,2,264053.1747
강원특별자치도,동해시,2018,3,251010.3102
강원특별자치도,동해시,2018,4,255922.6862
강원특별자치도,동해시,2018,5,265102.8277
강원특별자치도,동해시,2018,6,261795.8033
강원특별자치도,동해시,2018,7,263519.704
강원특별자치도,동해시,2018,8,267263.8779
강원특별자치도,동해시,2018,9,255935.035
강원특별자치도,동해시,2018,10,256216.589
강원특별자치도,동해시,2018,11,262158.8598
강원특별자치도,동해시,2018,12,262766.4236
강원특별자치도,동해시,2019,1,274248.3678
강원특별자치도,동해시,2019,2,271140.3764
강원특별자치도,동해시,2019,3,248144.2399
강원특별자치도,동해시,2019,4,263651.6921
강원특별자치도,동해시,2019,5,260696.2248
강원특별자치도,동해시,2019,6,255440.3937
강원특별자치도,동해시,2019,7,264246.7862
강원특별자치도,동해시,2019,8,259185.986
강원특별자치도,동해시,2019,9,283544.8379
강원특별자치도,동해시,2019,10,259733.5726
강원특별자치도,동해시,2019,11,257785.7645
강원특별자치도,동해시,2019,12,270392.7581
강원특별자치도,동해시,2020,1,266690.43
강원특별자치도,동해시,2020,2,247146.3261
강원특별자치도,동해시,2020,3,257042.0749
강원특별자치도,동해시,2020,4,246651.5386
강원특별자치도,동해시,2020,5,227354.8285
강원특별자치도,동해시,2020,6,240466.6957
강원특별자치도,동해시,2020,7,245414.57
강원특별자치도,동해시,2020,8,242693.2391
강원특별자치도,동해시,2020,9,246404.1449
강원특별자치도,동해시,2020,10,246898.9324
강원특별자치도,동해시,2020,11,251104.6256
강원특별자치도,동해시,2020,12,252341.5942
강원특별자치도,동해시,2021,1,256413.2537
강원특별자치도,동해시,2021,2,265246.1318
강원특별자치도,동해시,2021,3,281353.1447
강원특별자치도,동해시,2021,4,259530.7401
강원특별자치도,동해시,2021,5,255893.6727
강원특별자치도,동해시,2021,6,254594.72
강원특별자치도,동해시,2021,7,264206.9696
강원특별자치도,동해시,2021,8,263687.3886
강원특별자치도,동해시,2021,9,261089.4833
강원특별자치도,동해시,2021,10,268623.4087
강원특별자치도,동해시,2021,11,272000.6856
강원특별자치도,동해시,2021,12,279794.4015
강원특별자치도,삼척시,2010,1,137956.3235
강원특별자치도,삼척시,2010,2,144132.1793
강원특별자치도,삼척시,2010,3,148856.9506
강원특별자치도,삼척시,2010,4,158414.783
강원특별자치도,삼척시,2010,5,154051.5334
강원특별자치도,삼척시,2010,6,154869.5385
강원특별자치도,삼척시,2010,7,149385.072
강원특별자치도,삼척시,2010,8,150534.6109
강원특별자치도,삼척시,2010,9,152940.3125
강원특별자치도,삼척시,2010,10,158258.1791
강원특별자치도,삼척시,2010,11,167437.8299
강원특별자치도,삼척시,2010,12,166131.6872
강원특별자치도,삼척시,2011,1,156750.7027
강원특별자치도,삼척시,2011,2,147924.23
강원특별자치도,삼척시,2011,3,162983.2147
강원특별자치도,삼척시,2011,4,155139.2305
강원특별자치도,삼척시,2011,5,157827.1406
강원특별자치도,삼척시,2011,6,157616.9486
강원특별자치도,삼척시,2011,7,162624.9328
강원특별자치도,삼척시,2011,8,163981.6268
강원특별자치도,삼척시,2011,9,165967.3045
강원특별자치도,삼척시,2011,10,164465.7054
강원특별자치도,삼척시,2011,11,166585.1417
강원특별자치도,삼척시,2011,12,166234.8216
강원특별자치도,삼척시,2012,1,179239.8642
강원특별자치도,삼척시,2012,2,190173.7259
강원특별자치도,삼척시,2012,3,191515.9765
강원특별자치도,삼척시,2012,4,192234.7185
강원특별자치도,삼척시,2012,5,189807.1676
강원특별자치도,삼척시,2012,6,185625.8863
강원특별자치도,삼척시,2012,7,181394.2932
강원특별자치도,삼척시,2012,8,175452.0942
강원특별자치도,삼척시,2012,9,177847.3017
강원특별자치도,삼척시,2012,10,188811.71
강원특별자치도,삼척시,2012,11,179726.8119
강원특별자치도,삼척시,2012,12,178562.45
강원특별자치도,삼척시,2013,1,213011.0981
강원특별자치도,삼척시,2013,2,210231.2884
강원특별자치도,삼척시,2013,3,208124.7963
강원특별자치도,삼척시,2013,4,221002.2595
강원특별자치도,삼척시,2013,5,218819.7817
강원특별자치도,삼척시,2013,6,216972.9074
강원특별자치도,삼척시,2013,7,220713.0918
강원특별자치도,삼척시,2013,8,214250.087
강원특별자치도,삼척시,2013,9,216039.972
강원특별자치도,삼척시,2013,10,231872.4342
강원특별자치도,삼척시,2013,11,216158.172
강원특별자치도,삼척시,2013,12,215299.1116
강원특별자치도,삼척시,2014,1,244656.259
강원특별자치도,삼척시,2014,2,244976.5876
강원특별자치도,삼척시,2014,3,248271.0625
강원특별자치도,삼척시,2014,4,240461.5905
강원특별자치도,삼척시,2014,5,237873.2416
강원특별자치도,삼척시,2014,6,235656.661
강원특별자치도,삼척시,2014,7,234826.6123
강원특별자치도,삼척시,2014,8,228864.2909
강원특별자치도,삼척시,2014,9,234896.7572
강원특별자치도,삼척시,2014,10,236821.0672
강원특별자치도,삼척시,2014,11,230690.398
강원특별자치도,삼척시,2014,12,223306.4721
강원특별자치도,삼척시,2015,1,220470.0749
강원특별자치도,삼척시,2015,2,224616.7009
강원특별자치도,삼척시,2015,3,221264.678
강원특별자치도,삼척시,2015,4,218758.4509
강원특별자치도,삼척시,2015,5,211925.3098
강원특별자치도,삼척시,2015,6,225502.5609
강원특별자치도,삼척시,2015,7,224538.7987
강원특별자치도,삼척시,2015,8,232075.286
강원특별자치도,삼척시,2015,9,232629.5049
강원특별자치도,삼척시,2015,10,216895.474
강원특별자치도,삼척시,2015,11,219517.4415
강원특별자치도,삼척시,2015,12,220525.7194
강원특별자치도,삼척시,2016,1,180500.3305
강원특별자치도,삼척시,2016,2,176254.0089
강원특별자치도,삼척시,2016,3,178824.1509
강원특별자치도,삼척시,2016,4,182770.6227
강원특별자치도,삼척시,2016,5,192740.1664
강원특별자치도,삼척시,2016,6,193442.2994
강원특별자치도,삼척시,2016,7,189739.8049
강원특별자치도,삼척시,2016,8,201279.3702
강원특별자치도,삼척시,2016,9,197686.7586
강원특별자치도,삼척시,2016,10,192885.4353
강원특별자치도,삼척시,2016,11,202899.6771
강원특별자치도,삼척시,2016,12,190747.3751
강원특별자치도,삼척시,2017,1,178994.7854
강원특별자치도,삼척시,2017,2,178827.5746
강원특별자치도,삼척시,2017,3,187015.6246
강원특별자치도,삼척시,2017,4,189499.1453
강원특별자치도,삼척시,2017,5,193902.9504
강원특별자치도,삼척시,2017,6,200881.8021
강원특별자치도,삼척시,2017,7,186624.8793
강원특별자치도,삼척시,2017,8,194362.3401
강원특별자치도,삼척시,2017,9,204092.2499
강원특별자치도,삼척시,2017,10,191924.5823
강원특별자치도,삼척시,2017,11,193100.3384
강원특별자치도,삼척시,2017,12,191079.7276
강원특별자치도,삼척시,2018,1,190643.8986
강원특별자치도,삼척시,2018,2,194990.0199
강원특별자치도,삼척시,2018,3,185358.519
강원특별자치도,삼척시,2018,4,188986.0621
강원특별자치도,삼척시,2018,5,195765.136
강원특별자치도,삼척시,2018,6,193323.0645
강원특별자치도,삼척시,2018,7,194596.0786
강원특별자치도,삼척시,2018,8,197360.9632
강원특별자치도,삼척시,2018,9,188995.1811
강원특별자치도,삼척시,2018,10,189203.0946
강원특별자치도,삼척시,2018,11,193591.1634
강원특별자치도,삼척시,2018,12,194039.8188
강원특별자치도,삼척시,2019,1,215789.3137
강원특별자치도,삼척시,2019,2,213343.8247
강원특별자치도,삼척시,2019,3,195249.5675
강원특별자치도,삼척시,2019,4,207451.4359
강원특별자치도,삼척시,2019,5,205125.9589
강원특별자치도,삼척시,2019,6,200990.4659
강원특별자치도,삼척시,2019,7,207919.6791
강원특별자치도,삼척시,2019,8,203937.6441
강원특별자치도,삼척시,2019,9,223104.139
강원특별자치도,삼척시,2019,10,204368.5065
강원특별자치도,삼척시,2019,11,202835.8952
강원특별자치도,삼척시,2019,12,212755.5695
강원특별자치도,삼척시,2020,1,217073.967
강원특별자치도,삼척시,2020,2,201165.949
강원특별자치도,삼척시,2020,3,209220.6417
강원특별자치도,삼척시,2020,4,200763.2144
강원특별자치도,삼척시,2020,5,185056.5637
강원특별자치도,삼척시,2020,6,195729.0315
강원특별자치도,삼척시,2020,7,199756.3778
강원특별자치도,삼척시,2020,8,197541.3373
강원특별자치도,삼척시,2020,9,200561.8471
강원특별자치도,삼척시,2020,10,200964.5817
강원특별자치도,삼척시,2020,11,204387.8261
강원특별자치도,삼척시,2020,12,205394.6627
강원특별자치도,삼척시,2021,1,214191.5691
강원특별자치도,삼척시,2021,2,221570.0021
강원특별자치도,삼척시,2021,3,235024.7917
강원특별자치도,삼척시,2021,4,216795.722
강원특별자치도,삼척시,2021,5,213757.5437
강원특별자치도,삼척시,2021,6,212672.48
강원특별자치도,삼척시,2021,7,220701.9512
강원특별자치도,삼척시,2021,8,220267.9257
강원특별자치도,삼척시,2021,9,218097.7984
강원특별자치도,삼척시,2021,10,224391.1677
강원특별자치도,삼척시,2021,11,227212.3332
강원특별자치도,삼척시,2021,12,233722.7153
강원특별자치도,소계,2010,1,2653818.213
강원특별자치도,소계,2010,2,2772621.021
강원특별자치도,소계,2010,3,2863509.816
강원특별자치도,소계,2010,4,3047370.542
강원특별자치도,소계,2010,5,2963436.214
강원특별자치도,소계,2010,6,2979171.897
강원특별자치도,소계,2010,7,2873669.107
강원특별자치도,소계,2010,8,2895782.389
강원특별자치도,소계,2010,9,2942060.041
강원특별자치도,소계,2010,10,3044358.008
강원특별자치도,소계,2010,11,3220943.784
강원특별자치도,소계,2010,12,3195817.967
강원특별자치도,소계,2011,1,2950843.577
강원특별자치도,소계,2011,2,2784684.576
강원특별자치도,소계,2011,3,3068171.077
강원특별자치도,소계,2011,4,2920507.494
강원특별자치도,소계,2011,5,2971107.601
강원특별자치도,소계,2011,6,2967150.721
강원특별자치도,소계,2011,7,3061426.395
강원특별자치도,소계,2011,8,3086966.259
강원특별자치도,소계,2011,9,3124346.789
강원특별자치도,소계,2011,10,3096079.075
