시도,ym,year,month,real_powerCPI
전국,2004.01,2004,1,1.488703423
전국,2004.02,2004,2,1.482143607
전국,2004.03,2004,3,1.467893213
전국,2004.04,2004,4,1.420720134
전국,2004.05,2004,5,1.421941513
전국,2004.06,2004,6,1.421941513
전국,2004.07,2004,7,1.413279861
전국,2004.08,2004,8,1.401114891
전국,2004.09,2004,9,1.401114891
전국,2004.1,2004,10,1.401114891
전국,2004.11,2004,11,1.409608247
전국,2004.12,2004,12,1.407151776
전국,2005.01,2005,1,1.3934424
전국,2005.02,2005,2,1.387822768
전국,2005.03,2005,3,1.379496354
전국,2005.04,2005,4,1.378105976
전국,2005.05,2005,5,1.379496354
전국,2005.06,2005,6,1.383665704
전국,2005.07,2005,7,1.378105976
전국,2005.08,2005,8,1.373988424
전국,2005.09,2005,9,1.367174168
전국,2005.1,2005,10,1.369895403
전국,2005.11,2005,11,1.375370502
전국,2005.12,2005,12,1.371250919
전국,2006.01,2006,1,1.383565286
전국,2006.02,2006,2,1.380812141
전국,2006.03,2006,3,1.372690466
전국,2006.04,2006,4,1.371334089
전국,2006.05,2006,5,1.368665352
전국,2006.06,2006,6,1.371334089
전국,2006.07,2006,7,1.365989055
전국,2006.08,2006,8,1.358040316
전국,2006.09,2006,9,1.354100536
전국,2006.1,2006,10,1.360685526
전국,2006.11,2006,11,1.367316913
전국,2006.12,2006,12,1.363323204
전국,2007.01,2007,1,1.366058356
전국,2007.02,2007,2,1.356817326
전국,2007.03,2007,3,1.348987917
전국,2007.04,2007,4,1.343835599
전국,2007.05,2007,5,1.342540727
전국,2007.06,2007,6,1.342540727
전국,2007.07,2007,7,1.337420329
전국,2007.08,2007,8,1.336154869
전국,2007.09,2007,9,1.328561439
전국,2007.1,2007,10,1.326066267
전국,2007.11,2007,11,1.326066267
전국,2007.12,2007,12,1.32107053
전국,2008.01,2008,1,1.314903362
전국,2008.02,2008,2,1.309974803
전국,2008.03,2008,3,1.297869962
전국,2008.04,2008,4,1.290704281
전국,2008.05,2008,5,1.280142105
전국,2008.06,2008,6,1.272023469
전국,2008.07,2008,7,1.262861493
전국,2008.08,2008,8,1.265139592
전국,2008.09,2008,9,1.263991872
전국,2008.1,2008,10,1.265139592
전국,2008.11,2008,11,1.268564492
전국,2008.12,2008,12,1.268564492
전국,2009.01,2009,1,1.267410552
전국,2009.02,2009,2,1.258329821
전국,2009.03,2009,3,1.249378288
전국,2009.04,2009,4,1.246070926
전국,2009.05,2009,5,1.246070926
전국,2009.06,2009,6,1.247171433
전국,2009.07,2009,7,1.242751469
전국,2009.08,2009,8,1.238362723
전국,2009.09,2009,9,1.237263051
전국,2009.1,2009,10,1.240553214
전국,2009.11,2009,11,1.238362723
전국,2009.12,2009,12,1.234004865
전국,2010.01,2010,1,1.224473058
전국,2010.02,2010,2,1.222010453
전국,2010.03,2010,3,1.219543503
전국,2010.04,2010,4,1.214653479
전국,2010.05,2010,5,1.213426528
전국,2010.06,2010,6,1.214653479
전국,2010.07,2010,7,1.212216113
전국,2010.08,2010,8,1.230475377
전국,2010.09,2010,9,1.22075409
전국,2010.1,2010,10,1.22075409
전국,2010.11,2010,11,1.226808276
전국,2010.12,2010,12,1.221957341
전국,2011.01,2011,1,1.207604657
전국,2011.02,2011,2,1.199399271
전국,2011.03,2011,3,1.194748874
전국,2011.04,2011,4,1.193585223
전국,2011.05,2011,5,1.191291328
전국,2011.06,2011,6,1.188992974
전국,2011.07,2011,7,1.183292269
전국,2011.08,2011,8,1.198628551
전국,2011.09,2011,9,1.199779298
전국,2011.1,2011,10,1.202060853
전국,2011.11,2011,11,1.200918992
전국,2011.12,2011,12,1.196359995
전국,2012.01,2012,1,1.191490761
전국,2012.02,2012,2,1.186989562
전국,2012.03,2012,3,1.186652695
전국,2012.04,2012,4,1.186769281
전국,2012.05,2012,5,1.184648411
전국,2012.06,2012,6,1.186328965
전국,2012.07,2012,7,1.189014787
전국,2012.08,2012,8,1.209101301
전국,2012.09,2012,9,1.200514528
전국,2012.1,2012,10,1.202763729
전국,2012.11,2012,11,1.207051331
전국,2012.12,2012,12,1.204903716
전국,2013.01,2013,1,1.221820809
전국,2013.02,2013,2,1.217749737
전국,2013.03,2013,3,1.218876409
전국,2013.04,2013,4,1.220570333
전국,2013.05,2013,5,1.220570333
전국,2013.06,2013,6,1.22205803
전국,2013.07,2013,7,1.219440528
전국,2013.08,2013,8,1.215137605
전국,2013.09,2013,9,1.212783267
전국,2013.1,2013,10,1.216494513
전국,2013.11,2013,11,1.249645603
전국,2013.12,2013,12,1.248130946
전국,2014.01,2014,1,1.241459511
전국,2014.02,2014,2,1.238157055
전국,2014.03,2014,3,1.235882022
전국,2014.04,2014,4,1.235081835
전국,2014.05,2014,5,1.233053227
전국,2014.06,2014,6,1.234636279
전국,2014.07,2014,7,1.23283114
전국,2014.08,2014,8,1.230679739
전국,2014.09,2014,9,1.23147423
전국,2014.1,2014,10,1.23519983
전국,2014.11,2014,11,1.237696112
전국,2014.12,2014,12,1.237814608
전국,2015.01,2015,1,1.228416259
전국,2015.02,2015,2,1.22914354
전국,2015.03,2015,3,1.229026597
전국,2015.04,2015,4,1.228649934
전국,2015.05,2015,5,1.225218674
전국,2015.06,2015,6,1.224973396
전국,2015.07,2015,7,1.144804375
전국,2015.08,2015,8,1.143205235
전국,2015.09,2015,9,1.146178632
전국,2015.1,2015,10,1.224238148
전국,2015.11,2015,11,1.226562995
전국,2015.12,2015,12,1.222898917
전국,2016.01,2016,1,1.220818632
전국,2016.02,2016,2,1.215610623
전국,2016.03,2016,3,1.21875819
전국,2016.04,2016,4,1.216462809
전국,2016.05,2016,5,1.215737739
전국,2016.06,2016,6,1.215979333
전국,2016.07,2016,7,0.990128994
전국,2016.08,2016,8,0.987583223
전국,2016.09,2016,9,0.981734496
전국,2016.1,2016,10,1.206289752
전국,2016.11,2016,11,1.208069661
전국,2016.12,2016,12,1.0667414
전국,2017.01,2017,1,1.055522462
전국,2017.02,2017,2,1.052646673
전국,2017.03,2017,3,1.053369549
전국,2017.04,2017,4,1.054699206
전국,2017.05,2017,5,1.053574724
전국,2017.06,2017,6,1.055826091
전국,2017.07,2017,7,1.054082606
전국,2017.08,2017,8,1.048073589
전국,2017.09,2017,9,1.046856538
전국,2017.1,2017,10,1.047870551
전국,2017.11,2017,11,1.055728476
전국,2017.12,2017,12,1.051935557
전국,2018.01,2018,1,1.047560802
전국,2018.02,2018,2,1.039623691
전국,2018.03,2018,3,1.040718575
전국,2018.04,2018,4,1.03882504
전국,2018.05,2018,5,1.03832126
전국,2018.06,2018,6,1.040423572
전국,2018.07,2018,7,0.859417791
전국,2018.08,2018,8,0.851883131
전국,2018.09,2018,9,1.025453747
전국,2018.1,2018,10,1.027298807
전국,2018.11,2018,11,1.03465217
전국,2018.12,2018,12,1.038226856
전국,2019.01,2019,1,1.039318798
전국,2019.02,2019,2,1.034850117
전국,2019.03,2019,3,1.036833769
전국,2019.04,2019,4,1.033081694
전국,2019.05,2019,5,1.031308955
전국,2019.06,2019,6,1.032977857
전국,2019.07,2019,7,0.868440421
전국,2019.08,2019,8,0.866361579
전국,2019.09,2019,9,1.029841473
전국,2019.1,2019,10,1.027298807
전국,2019.11,2019,11,1.033081694
전국,2019.12,2019,12,1.030616031
전국,2020.01,2020,1,1.026476171
전국,2020.02,2020,2,1.025758786
전국,2020.03,2020,3,1.02801681
전국,2020.04,2020,4,1.032562814
전국,2020.05,2020,5,1.033185841
전국,2020.06,2020,6,1.030388126
전국,2020.07,2020,7,0.866104587
전국,2020.08,2020,8,0.861263599
전국,2020.09,2020,9,1.019853087
전국,2020.1,2020,10,1.025554003
전국,2020.11,2020,11,1.026476171
전국,2020.12,2020,12,1.024020732
전국,2021.01,2021,1,0.993467933
전국,2021.02,2021,2,0.988186651
전국,2021.03,2021,3,0.985663786
전국,2021.04,2021,4,0.984310649
전국,2021.05,2021,5,0.983635473
전국,2021.06,2021,6,0.983635473
전국,2021.07,2021,7,0.844025034
전국,2021.08,2021,8,0.84
전국,2021.09,2021,9,0.995929049
전국,2021.1,2021,10,1.019738752
전국,2021.11,2021,11,1.014633677
전국,2021.12,2021,12,1.012975779
전국,2022.01,2022,1,1.005340963
전국,2022.02,2022,2,0.999905141
전국,2022.03,2022,3,0.993496701
전국,2022.04,2022,4,1.043620706
전국,2022.05,2022,5,1.037116279
전국,2022.06,2022,6,1.030311431
전국,2022.07,2022,7,0.939575094
전국,2022.08,2022,8,0.940440026
전국,2022.09,2022,9,1.087300129
전국,2022.1,2022,10,1.143550751
전국,2022.11,2022,11,1.144494361
전국,2022.12,2022,12,1.142504119
전국,2023.01,2023,1,1.238848006
전국,2023.02,2023,2,1.235928578
전국,2023.03,2023,3,1.233803836
전국,2023.04,2023,4,1.231019229
전국,2023.05,2023,5,1.259785836
전국,2023.06,2023,6,1.290122346
전국,2023.07,2023,7,1.146374337
전국,2023.08,2023,8,1.136266477
전국,2023.09,2023,9,1.270801949
전국,2023.1,2023,10,1.266089874
전국,2023.11,2023,11,1.272719205
전국,2023.12,2023,12,1.272154706
전국,2024.01,2024,1,1.267208624
전국,2024.02,2024,2,1.260414836
전국,2024.03,2024,3,1.258534445
전국,2024.04,2024,4,1.257872116
전국,2024.05,2024,5,1.25687993
전국,2024.06,2024,6,1.259750527
전국,2024.07,2024,7,1.112941383
전국,2024.08,2024,8,1.108957569
전국,2024.09,2024,9,1.24535543
전국,2024.1,2024,10,1.244921092
전국,2024.11,2024,11,1.248076923
전국,2024.12,2024,12,1.242537638
전국,2025.01,2025,1,1.233946936
전국,2025.02,2025,2,1.230013784
전국,2025.03,2025,3,1.227792587
전국,2025.04,2025,4,1.2268431
전국,2025.05,2025,5,1.228003784
서울특별시,2004.01,2004,1,1.500849907
서울특별시,2004.02,2004,2,1.494309287
서울특별시,2004.03,2004,3,1.480114549
서울특별시,2004.04,2004,4,1.433790529
서울특별시,2004.05,2004,5,1.432548718
서울특별시,2004.06,2004,6,1.432548718
서울특별시,2004.07,2004,7,1.423935683
서울특별시,2004.08,2004,8,1.413026704
서울특별시,2004.09,2004,9,1.411820585
서울특별시,2004.1,2004,10,1.409395143
서울특별시,2004.11,2004,11,1.417852254
서울특별시,2004.12,2004,12,1.416637887
서울특별시,2005.01,2005,1,1.403147021
서울특별시,2005.02,2005,2,1.397506132
서울특별시,2005.03,2005,3,1.39051377
서울특별시,2005.04,2005,4,1.39051377
서울특별시,2005.05,2005,5,1.391910417
서울특별시,2005.06,2005,6,1.396117245
서울특별시,2005.07,2005,7,1.39051377
서울특별시,2005.08,2005,8,1.387747645
서울특별시,2005.09,2005,9,1.38222965
서울특별시,2005.1,2005,10,1.383591031
서울특별시,2005.11,2005,11,1.387747645
서울특별시,2005.12,2005,12,1.383591031
서울특별시,2006.01,2006,1,1.397384779
서울특별시,2006.02,2006,2,1.393251057
서울특별시,2006.03,2006,3,1.387789659
서울특별시,2006.04,2006,4,1.385056554
서울특별시,2006.05,2006,5,1.383694034
서울특별시,2006.06,2006,6,1.386403293
서울특별시,2006.07,2006,7,1.382352551
서울특별시,2006.08,2006,8,1.37426723
서울특별시,2006.09,2006,9,1.371587076
서울특별시,2006.1,2006,10,1.375611239
서울특별시,2006.11,2006,11,1.379622511
서울특별시,2006.12,2006,12,1.375611239
서울특별시,2007.01,2007,1,1.378347007
서울특별시,2007.02,2007,2,1.370357742
서울특별시,2007.03,2007,3,1.362442796
서울특별시,2007.04,2007,4,1.355919448
서울특별시,2007.05,2007,5,1.354636315
서울특별시,2007.06,2007,6,1.354636315
서울특별시,2007.07,2007,7,1.350766526
서울특별시,2007.08,2007,8,1.349475696
서울특별시,2007.09,2007,9,1.341816688
서울특별시,2007.1,2007,10,1.340525701
서울특별시,2007.11,2007,11,1.339271525
서울특별시,2007.12,2007,12,1.335471833
서울특별시,2008.01,2008,1,1.327970517
서울특별시,2008.02,2008,2,1.32423459
서울특별시,2008.03,2008,3,1.315631767
서울특별시,2008.04,2008,4,1.309564389
서울특별시,2008.05,2008,5,1.301134312
서울특별시,2008.06,2008,6,1.295199613
서울특별시,2008.07,2008,7,1.28696873
서울특별시,2008.08,2008,8,1.288126818
서울특별시,2008.09,2008,9,1.284627205
서울특별시,2008.1,2008,10,1.283459635
서울특별시,2008.11,2008,11,1.285781081
서울특별시,2008.12,2008,12,1.283459635
서울특별시,2009.01,2009,1,1.279985301
서울특별시,2009.02,2009,2,1.274241537
서울특별시,2009.03,2009,3,1.266258709
서울특별시,2009.04,2009,4,1.262876755
서울특별시,2009.05,2009,5,1.262876755
서울특별시,2009.06,2009,6,1.262876755
서울특별시,2009.07,2009,7,1.258390434
서울특별시,2009.08,2009,8,1.255050323
서울특별시,2009.09,2009,9,1.253920827
서울특별시,2009.1,2009,10,1.256166755
서울특별시,2009.11,2009,11,1.255050323
서울특별시,2009.12,2009,12,1.250619338
서울특별시,2010.01,2010,1,1.243352567
서울특별시,2010.02,2010,2,1.24084298
서울특별시,2010.03,2010,3,1.235839463
서울특별시,2010.04,2010,4,1.230890632
서울특별시,2010.05,2010,5,1.230890632
서울특별시,2010.06,2010,6,1.233360083
서울특별시,2010.07,2010,7,1.229659611
서울특별시,2010.08,2010,8,1.248194153
서울특별시,2010.09,2010,9,1.237100124
서울특별시,2010.1,2010,10,1.237100124
서울특별시,2010.11,2010,11,1.243230952
서울특별시,2010.12,2010,12,1.239545185
서울특별시,2011.01,2011,1,1.226187464
서울특별시,2011.02,2011,2,1.219023336
서울특별시,2011.03,2011,3,1.214302798
서울특별시,2011.04,2011,4,1.213128371
서울특별시,2011.05,2011,5,1.210772568
서울특별시,2011.06,2011,6,1.208439593
서울특별시,2011.07,2011,7,1.202619171
서울특별시,2011.08,2011,8,1.218196078
서울특별시,2011.09,2011,9,1.219371047
서울특별시,2011.1,2011,10,1.220534582
서울특별시,2011.11,2011,11,1.220534582
서울특별시,2011.12,2011,12,1.217036996
서울특별시,2012.01,2012,1,1.210232776
서울특별시,2012.02,2012,2,1.205214904
서울특별시,2012.03,2012,3,1.203627023
서울특별시,2012.04,2012,4,1.203174111
서울특별시,2012.05,2012,5,1.201923715
서울특별시,2012.06,2012,6,1.203174111
서울특별시,2012.07,2012,7,1.203853607
서울특별시,2012.08,2012,8,1.222584267
서울특별시,2012.09,2012,9,1.214389591
서울특별시,2012.1,2012,10,1.217451357
서울특별시,2012.11,2012,11,1.222247901
서울특별시,2012.12,2012,12,1.219724342
서울특별시,2013.01,2013,1,1.237555844
서울특별시,2013.02,2013,2,1.234118339
서울특별시,2013.03,2013,3,1.23526205
서울특별시,2013.04,2013,4,1.235491047
서울특별시,2013.05,2013,5,1.235491047
서울특별시,2013.06,2013,6,1.237326082
서울특별시,2013.07,2013,7,1.234911984
서울특별시,2013.08,2013,8,1.230472653
서울특별시,2013.09,2013,9,1.22761946
서울특별시,2013.1,2013,10,1.230806835
서울특별시,2013.11,2013,11,1.264227201
서울특별시,2013.12,2013,12,1.262348257
서울특별시,2014.01,2014,1,1.255402475
서울특별시,2014.02,2014,2,1.252861311
서울특별시,2014.03,2014,3,1.249994629
서울특별시,2014.04,2014,4,1.247609041
서울특별시,2014.05,2014,5,1.245659109
서울특별시,2014.06,2014,6,1.246913845
서울특별시,2014.07,2014,7,1.244300441
서울특별시,2014.08,2014,8,1.241247627
서울특별시,2014.09,2014,9,1.242493487
서울특별시,2014.1,2014,10,1.246112658
서울특별시,2014.11,2014,11,1.247609041
서울특별시,2014.12,2014,12,1.246112658
서울특별시,2015.01,2015,1,1.2369639
서울특별시,2015.02,2015,2,1.236095901
서울특별시,2015.03,2015,3,1.237214004
서울특별시,2015.04,2015,4,1.235215996
서울특별시,2015.05,2015,5,1.232871338
서울특별시,2015.06,2015,6,1.232753685
서울특별시,2015.07,2015,7,1.149191803
서울특별시,2015.08,2015,8,1.146335555
서울특별시,2015.09,2015,9,1.148052441
서울특별시,2015.1,2015,10,1.226601817
서울특별시,2015.11,2015,11,1.228442218
서울특별시,2015.12,2015,12,1.22391595
서울특별시,2016.01,2016,1,1.222950371
서울특별시,2016.02,2016,2,1.218106953
서울특별시,2016.03,2016,3,1.221973471
서울특별시,2016.04,2016,4,1.219921932
서울특별시,2016.05,2016,5,1.219435704
서울특별시,2016.06,2016,6,1.220037149
서울특별시,2016.07,2016,7,0.992646209
서울특별시,2016.08,2016,8,0.988823425
서울특별시,2016.09,2016,9,0.98327714
서울특별시,2016.1,2016,10,1.20818265
서울특별시,2016.11,2016,11,1.209728942
서울특별시,2016.12,2016,12,1.067683389
서울특별시,2017.01,2017,1,1.058544825
서울특별시,2017.02,2017,2,1.056184163
서울특별시,2017.03,2017,3,1.055468261
서울특별시,2017.04,2017,4,1.056390436
서울특별시,2017.05,2017,5,1.054948213
서울특별시,2017.06,2017,6,1.056488173
서울특별시,2017.07,2017,7,1.053315568
서울특별시,2017.08,2017,8,1.047133862
서울특별시,2017.09,2017,9,1.04824463
서울특별시,2017.1,2017,10,1.050881427
서울특별시,2017.11,2017,11,1.057618886
서울특별시,2017.12,2017,12,1.054547693
서울특별시,2018.01,2018,1,1.050365889
서울특별시,2018.02,2018,2,1.042820034
서울특별시,2018.03,2018,3,1.042915276
서울특별시,2018.04,2018,4,1.040518376
서울특별시,2018.05,2018,5,1.040423572
서울특별시,2018.06,2018,6,1.044123175
서울특별시,2018.07,2018,7,0.861147248
서울특별시,2018.08,2018,8,0.853857627
서울특별시,2018.09,2018,9,1.029202051
서울특별시,2018.1,2018,10,1.032822141
서울특별시,2018.11,2018,11,1.038342241
서울특별시,2018.12,2018,12,1.041119204
서울특별시,2019.01,2019,1,1.040623734
서울특별시,2019.02,2019,2,1.035371395
서울특별시,2019.03,2019,3,1.037451293
서울특별시,2019.04,2019,4,1.033507643
서울특별시,2019.05,2019,5,1.033019389
서울특별시,2019.06,2019,6,1.034391827
서울특별시,2019.07,2019,7,0.869115125
서울특별시,2019.08,2019,8,0.866640508
서울특별시,2019.09,2019,9,1.030471359
서울특별시,2019.1,2019,10,1.028234117
서울특별시,2019.11,2019,11,1.033705153
서울특별시,2019.12,2019,12,1.031743801
서울특별시,2020.01,2020,1,1.029458918
서울특별시,2020.02,2020,2,1.029046474
서울특별시,2020.03,2020,3,1.029149554
서울특별시,2020.04,2020,4,1.031422548
서울특별시,2020.05,2020,5,1.03100853
서울특별시,2020.06,2020,6,1.028325493
서울특별시,2020.07,2020,7,0.865149388
서울특별시,2020.08,2020,8,0.860576444
서울특별시,2020.09,2020,9,1.020258193
서울특별시,2020.1,2020,10,1.025042402
서울특별시,2020.11,2020,11,1.025963651
서울특별시,2020.12,2020,12,1.02463349
서울특별시,2021.01,2021,1,0.995240928
서울특별시,2021.02,2021,2,0.990624692
서울특별시,2021.03,2021,3,0.988283942
서울특별시,2021.04,2021,4,0.987214792
서울특별시,2021.05,2021,5,0.986632593
서울특별시,2021.06,2021,6,0.987214792
서울특별시,2021.07,2021,7,0.847173145
서울특별시,2021.08,2021,8,0.843447669
서울특별시,2021.09,2021,9,1.000779195
서울특별시,2021.1,2021,10,1.024198251
서울특별시,2021.11,2021,11,1.02122093
서울특별시,2021.12,2021,12,1.020034843
서울특별시,2022.01,2022,1,1.012681333
서울특별시,2022.02,2022,2,1.00678128
서울특별시,2022.03,2022,3,1.003045009
서울특별시,2022.04,2022,4,1.054478388
서울특별시,2022.05,2022,5,1.048922758
서울특별시,2022.06,2022,6,1.043425363
서울특별시,2022.07,2022,7,0.950590863
서울특별시,2022.08,2022,8,0.949001393
서울특별시,2022.09,2022,9,1.097791798
서울특별시,2022.1,2022,10,1.154550499
서울특별시,2022.11,2022,11,1.155833333
서울특별시,2022.12,2022,12,1.150931219
서울특별시,2023.01,2023,1,1.248489288
서울특별시,2023.02,2023,2,1.244160584
서울특별시,2023.03,2023,3,1.242233762
서울특별시,2023.04,2023,4,1.240312898
서울특별시,2023.05,2023,5,1.268460632
서울특별시,2023.06,2023,6,1.297828054
서울특별시,2023.07,2023,7,1.153213414
서울특별시,2023.08,2023,8,1.14226878
서울특별시,2023.09,2023,9,1.279532477
서울특별시,2023.1,2023,10,1.274642254
서울특별시,2023.11,2023,11,1.280675121
서울특별시,2023.12,2023,12,1.277594655
서울특별시,2024.01,2024,1,1.273623446
서울특별시,2024.02,2024,2,1.268329353
서울특별시,2024.03,2024,3,1.268890462
서울특별시,2024.04,2024,4,1.264973097
서울특별시,2024.05,2024,5,1.264415447
서울특별시,2024.06,2024,6,1.267208624
서울특별시,2024.07,2024,7,1.119513485
서울특별시,2024.08,2024,8,1.114797262
서울특별시,2024.09,2024,9,1.253335674
서울특별시,2024.1,2024,10,1.252016836
서울특별시,2024.11,2024,11,1.255429526
서울특별시,2024.12,2024,12,1.24982493
서울특별시,2025.01,2025,1,1.242645779
서울특별시,2025.02,2025,2,1.239302144
서울특별시,2025.03,2025,3,1.237261698
서울특별시,2025.04,2025,4,1.234693878
서울특별시,2025.05,2025,5,1.236083456
부산광역시,2004.01,2004,1,1.50869299
부산광역시,2004.02,2004,2,1.501998809
부산광역시,2004.03,2004,3,1.486155918
부산광역시,2004.04,2004,4,1.440922312
부산광역시,2004.05,2004,5,1.442178688
부산광역시,2004.06,2004,6,1.442178688
부산광역시,2004.07,2004,7,1.43459284
부산광역시,2004.08,2004,8,1.420897301
부산광역시,2004.09,2004,9,1.41842098
부산광역시,2004.1,2004,10,1.41842098
부산광역시,2004.11,2004,11,1.427086377
부산광역시,2004.12,2004,12,1.424588456
부산광역시,2005.01,2005,1,1.410325526
부산광역시,2005.02,2005,2,1.40464613
부산광역시,2005.03,2005,3,1.394825968
부산광역시,2005.04,2005,4,1.394825968
부산광역시,2005.05,2005,5,1.396212286
부산광역시,2005.06,2005,6,1.40464613
부산광역시,2005.07,2005,7,1.396212286
부산광역시,2005.08,2005,8,1.392061574
부산광역시,2005.09,2005,9,1.38377773
부산광역시,2005.1,2005,10,1.389289295
부산광역시,2005.11,2005,11,1.397601363
부산광역시,2005.12,2005,12,1.392061574
부산광역시,2006.01,2006,1,1.401750724
부산광역시,2006.02,2006,2,1.400374018
부산광역시,2006.03,2006,3,1.394838053
부산광역시,2006.04,2006,4,1.393474885
부산광역시,2006.05,2006,5,1.388011735
부산광역시,2006.06,2006,6,1.392114379
부산광역시,2006.07,2006,7,1.383951602
부산광역시,2006.08,2006,8,1.374539452
부산광역시,2006.09,2006,9,1.37055764
부산광역시,2006.1,2006,10,1.377212946
부산광역시,2006.11,2006,11,1.383951602
부산광역시,2006.12,2006,12,1.379896859
부산광역시,2007.01,2007,1,1.382651036
부산광역시,2007.02,2007,2,1.37464811
부산광역시,2007.03,2007,3,1.368043464
부산광역시,2007.04,2007,4,1.364096807
부산광역시,2007.05,2007,5,1.362780386
부산광역시,2007.06,2007,6,1.361484242
부산광역시,2007.07,2007,7,1.355022757
부산광역시,2007.08,2007,8,1.355022757
부산광역시,2007.09,2007,9,1.347318205
부산광역시,2007.1,2007,10,1.344769454
부산광역시,2007.11,2007,11,1.347318205
부산광역시,2007.12,2007,12,1.343490055
부산광역시,2008.01,2008,1,1.337180734
부산광역시,2008.02,2008,2,1.328443213
부산광역시,2008.03,2008,3,1.318586751
부산광역시,2008.04,2008,4,1.310089765
부산광역시,2008.05,2008,5,1.299338506
부산광역시,2008.06,2008,6,1.289907668
부산광역시,2008.07,2008,7,1.280612745
부산광역시,2008.08,2008,8,1.279452457
부산광역시,2008.09,2008,9,1.280612745
부산광역시,2008.1,2008,10,1.280612745
부산광역시,2008.11,2008,11,1.28409049
부산광역시,2008.12,2008,12,1.282923895
부산광역시,2009.01,2009,1,1.281759417
부산광역시,2009.02,2009,2,1.272596634
부산광역시,2009.03,2009,3,1.263548645
부산광역시,2009.04,2009,4,1.260181132
부산광역시,2009.05,2009,5,1.260181132
부산광역시,2009.06,2009,6,1.262419059
부산광역시,2009.07,2009,7,1.255744088
부산광역시,2009.08,2009,8,1.251338179
부산광역시,2009.09,2009,9,1.251338179
부산광역시,2009.1,2009,10,1.253529743
부산광역시,2009.11,2009,11,1.250245268
부산광역시,2009.12,2009,12,1.2469482
부산광역시,2010.01,2010,1,1.237932791
부산광역시,2010.02,2010,2,1.23417572
부산광역시,2010.03,2010,3,1.230441386
부산광역시,2010.04,2010,4,1.226743981
부산광역시,2010.05,2010,5,1.225506866
부산광역시,2010.06,2010,6,1.227969169
부산광역시,2010.07,2010,7,1.224272243
부산광역시,2010.08,2010,8,1.242738251
부산광역시,2010.09,2010,9,1.23412161
부산광역시,2010.1,2010,10,1.230461176
부산광역시,2010.11,2010,11,1.237789516
부산광역시,2010.12,2010,12,1.230461176
부산광역시,2011.01,2011,1,1.2148701
부산광역시,2011.02,2011,2,1.205474651
부산광역시,2011.03,2011,3,1.20199549
부산광역시,2011.04,2011,4,1.198522882
부산광역시,2011.05,2011,5,1.197378765
부산광역시,2011.06,2011,6,1.196223409
부산광역시,2011.07,2011,7,1.190519792
부산광역시,2011.08,2011,8,1.20483156
부산광역시,2011.09,2011,9,1.207118987
부산광역시,2011.1,2011,10,1.208259246
부산광역시,2011.11,2011,11,1.207118987
부산광역시,2011.12,2011,12,1.202552787
부산광역시,2012.01,2012,1,1.198254103
부산광역시,2012.02,2012,2,1.191947986
부산광역시,2012.03,2012,3,1.191164386
부산광역시,2012.04,2012,4,1.190499135
부산광역시,2012.05,2012,5,1.187936404
부산광역시,2012.06,2012,6,1.190616478
부산광역시,2012.07,2012,7,1.193413469
부산광역시,2012.08,2012,8,1.214177171
부산광역시,2012.09,2012,9,1.204590071
부산광역시,2012.1,2012,10,1.205819445
부산광역시,2012.11,2012,11,1.209311948
부산광역시,2012.12,2012,12,1.207497527
부산광역시,2013.01,2013,1,1.22294183
부산광역시,2013.02,2013,2,1.218771515
부산광역시,2013.03,2013,3,1.219440528
부산광역시,2013.04,2013,4,1.222717462
부산광역시,2013.05,2013,5,1.222717462
부산광역시,2013.06,2013,6,1.225084071
부산광역시,2013.07,2013,7,1.223047444
부산광역시,2013.08,2013,8,1.218443835
부산광역시,2013.09,2013,9,1.215085477
부산광역시,2013.1,2013,10,1.218666638
부산광역시,2013.11,2013,11,1.251863885
부산광역시,2013.12,2013,12,1.249444331
부산광역시,2014.01,2014,1,1.24202931
부산광역시,2014.02,2014,2,1.238288816
부산광역시,2014.03,2014,3,1.236499267
부산광역시,2014.04,2014,4,1.237288136
부산광역시,2014.05,2014,5,1.236381023
부산광역시,2014.06,2014,6,1.238407424
부산광역시,2014.07,2014,7,1.237511831
부산광역시,2014.08,2014,8,1.234020892
부산광역시,2014.09,2014,9,1.233916206
부산광역시,2014.1,2014,10,1.237617128
부산광역시,2014.11,2014,11,1.239423118
부산광역시,2014.12,2014,12,1.240440479
부산광역시,2015.01,2015,1,1.227262171
부산광역시,2015.02,2015,2,1.228494141
부산광역시,2015.03,2015,3,1.228001056
부산광역시,2015.04,2015,4,1.227508367
부산광역시,2015.05,2015,5,1.22517994
부산광역시,2015.06,2015,6,1.225050841
부산광역시,2015.07,2015,7,1.146830748
부산광역시,2015.08,2015,8,1.145684002
부산광역시,2015.09,2015,9,1.148670325
부산광역시,2015.1,2015,10,1.225296151
부산광역시,2015.11,2015,11,1.228610982
부산광역시,2015.12,2015,12,1.224573415
부산광역시,2016.01,2016,1,1.222127615
부산광역시,2016.02,2016,2,1.212694273
부산광역시,2016.03,2016,3,1.215826736
부산광역시,2016.04,2016,4,1.213061216
부산광역시,2016.05,2016,5,1.212226428
부산광역시,2016.06,2016,6,1.213656388
부산광역시,2016.07,2016,7,0.989413613
부산광역시,2016.08,2016,8,0.986675717
부산광역시,2016.09,2016,9,0.980654468
부산광역시,2016.1,2016,10,1.204365347
부산광역시,2016.11,2016,11,1.20685324
부산광역시,2016.12,2016,12,1.065050003
