"연도","시도","시군구","계약종별","월","사용량(MWh)","t","MA12","y_ts"
2004,"강원도","강릉시","일반용",6,25418,6,26533,-0.0429316568293657
2004,"강원도","강릉시","일반용",7,27049,7,26718.5833333333,0.0122907077316119
2004,"강원도","강릉시","일반용",8,33575,8,26798.8333333333,0.225423388178359
2004,"강원도","강릉시","일반용",9,27998,9,26866.75,0.0412436164759982
2004,"강원도","강릉시","일반용",10,24429,10,27057.25,-0.102184040409004
2004,"강원도","강릉시","일반용",11,25404,11,27113.75,-0.0651343373449804
2004,"강원도","강릉시","일반용",12,25864,12,27276.1666666667,-0.053161264594472
2005,"강원도","강릉시","일반용",1,29278,13,27542.4166666667,0.0611091401487755
2005,"강원도","강릉시","일반용",2,28677,14,27704,0.0345186006496144
2005,"강원도","강릉시","일반용",3,25971,15,28014.3333333333,-0.0757357530568167
2005,"강원도","강릉시","일반용",4,27169,16,28191,-0.0369261606080761
2005,"강원도","강릉시","일반용",5,24533,17,28318.0833333333,-0.143481437609581
2005,"강원도","강릉시","일반용",6,27367,18,28654.75,-0.045981315500689
2005,"강원도","강릉시","일반용",7,30244,19,28947.25,0.0438226095534061
2005,"강원도","강릉시","일반용",8,35514,20,29155.0833333333,0.197297701980437
2005,"강원도","강릉시","일반용",9,31722,21,29320.0833333333,0.078737727265956
2005,"강원도","강릉시","일반용",10,26549,22,29474.9166666667,-0.104547536969518
2005,"강원도","강릉시","일반용",11,26929,23,29671.4166666667,-0.0969804077814936
2005,"강원도","강릉시","일반용",12,29904,24,29674.25,0.00771258433635765
2006,"강원도","강릉시","일반용",1,32788,25,29539.25,0.104342707312505
2006,"강원도","강릉시","일반용",2,31171,26,29481.6666666667,0.0557195741675174
2006,"강원도","강릉시","일반용",3,27951,27,29593.6666666667,-0.0571073973360986
2006,"강원도","강릉시","일반용",4,29027,28,29570.8333333333,-0.018562083857536
2006,"강원도","강릉시","일반용",5,26891,29,29691,-0.0990523114474394
2006,"강원도","강릉시","일반용",6,27401,30,29748.1666666667,-0.0821879963644882
2006,"강원도","강릉시","일반용",7,28624,31,29707.8333333333,-0.0371652328638258
2006,"강원도","강릉시","일반용",8,34823,32,29795.25,0.155929103176208
2006,"강원도","강릉시","일반용",9,33066,33,29824.25,0.103183743150376
2006,"강원도","강릉시","일반용",10,26275,34,29908.5,-0.129524804169912
2006,"강원도","강릉시","일반용",11,28371,35,29970.4166666667,-0.0548432873221247
2006,"강원도","강릉시","일반용",12,30590,36,30065.5833333333,0.017292051453606
2007,"강원도","강릉시","일반용",1,32304,37,30146.1666666667,0.0691332885479655
2007,"강원도","강릉시","일반용",2,32220,38,30256.1666666667,0.0628873572986302
2007,"강원도","강릉시","일반용",3,28299,39,30336.25,-0.0695168987365836
2007,"강원도","강릉시","일반용",4,30038,40,30512.4166666667,-0.0156704578108348
2007,"강원도","강릉시","일반용",5,27634,41,30609.25,-0.102255352225871
2007,"강원도","강릉시","일반용",6,28543,42,30704.5833333333,-0.0730002155436402
2007,"강원도","강릉시","일반용",7,29591,43,30929,-0.0442239940620047
2007,"강원도","강릉시","일반용",8,36143,44,31185,0.14754608225548
2007,"강원도","강릉시","일반용",9,34027,45,31466.1666666667,0.0782414325920396
2007,"강원도","강릉시","일반용",10,28389,46,31530.1666666667,-0.104943013319826
2007,"강원도","강릉시","일반용",11,29533,47,31601.9166666667,-0.0677094905644103
2007,"강원도","강릉시","일반용",12,31734,48,31674.25,0.00188461336450188
2008,"강원도","강릉시","일반용",1,34997,49,31875.6666666667,0.0934194252374663
2008,"강원도","강릉시","일반용",2,35292,50,31997.1666666667,0.0980089521468431
2008,"강원도","강릉시","일반용",3,31673,51,31854.8333333333,-0.00572454057864772
2008,"강원도","강릉시","일반용",4,30806,52,31925.75,-0.0357034180010803
2008,"강원도","강릉시","일반용",5,28495,53,31998.75,-0.115968206249804
2008,"강원도","강릉시","일반용",6,29411,54,32118.25,-0.0880556503782834
2008,"강원도","강릉시","일반용",7,32008,55,32325.75,-0.00987825468997681
2008,"강원도","강릉시","일반용",8,37601,56,32391.75,0.149126885041843
2008,"강원도","강릉시","일반용",9,32319,57,32428.75,-0.00339008243869243
2008,"강원도","강릉시","일반용",10,29240,58,32580.9166666667,-0.108189103767192
2008,"강원도","강릉시","일반용",11,30409,59,32677.9166666667,-0.0719609012408908
2008,"강원도","강릉시","일반용",12,33168,60,32769.9166666667,0.0120746359622335
2009,"강원도","강릉시","일반용",1,37487,61,32818.1666666667,0.133011982353032
2009,"강원도","강릉시","일반용",2,36084,62,32623.5,0.100816666220004
2009,"강원도","강릉시","일반용",3,32117,63,32773.5,-0.0202347770464536
2009,"강원도","강릉시","일반용",4,32632,64,32830.0833333333,-0.00605186782378687
2009,"강원도","강릉시","일반용",5,29659,65,33049.6666666667,-0.108245859818404
2009,"강원도","강릉시","일반용",6,30515,66,33284.4166666667,-0.0868709534907896
2009,"강원도","강릉시","일반용",7,32587,67,33567.0833333333,-0.0296324882521795
2009,"강원도","강릉시","일반용",8,35265,68,33848.5,0.0409962854299484
2009,"강원도","강릉시","일반용",9,34119,69,34065.5,0.00156927193069263
2009,"강원도","강릉시","일반용",10,29919,70,34322.75,-0.137314669526956
2009,"강원도","강릉시","일반용",11,33044,71,34471.5833333333,-0.0422953064357185
2009,"강원도","강릉시","일반용",12,35985,72,34567.6666666667,0.0401834292062198
2010,"강원도","강릉시","일반용",1,40879,73,34723.5833333333,0.163197392684786
2010,"강원도","강릉시","일반용",2,39461,74,35330,0.110580381020911
2010,"강원도","강릉시","일반용",3,34721,75,35718.8333333333,-0.0283334028133635
2010,"강원도","강릉시","일반용",4,35719,76,35776.6666666667,-0.00161315172962356
2010,"강원도","강릉시","일반용",5,31445,77,35808.5833333333,-0.129947634588191
2010,"강원도","강릉시","일반용",6,31668,78,35842.5,-0.123827632829099
2010,"강원도","강릉시","일반용",7,34458,79,36054.3333333333,-0.0452858688180656
2010,"강원도","강릉시","일반용",8,42542,80,36284.3333333333,0.159105763745232
2010,"강원도","강릉시","일반용",9,38785,81,36395,0.0636021713726136
2010,"강원도","강릉시","일반용",10,30613,82,36369.5,-0.172305755968103
2010,"강원도","강릉시","일반용",11,33427,83,36403,-0.085287232178527
2010,"강원도","강릉시","일반용",12,36392,84,36483.3333333333,-0.00250656503305937
2011,"강원도","강릉시","일반용",1,43421,85,36470.0833333333,0.174450905245224
2011,"강원도","강릉시","일반용",2,42221,86,36187,0.154217789284782
2011,"강원도","강릉시","일반용",3,36049,87,36079.9166666667,-0.000857261414390114
2011,"강원도","강릉시","일반용",4,35413,88,36178.25,-0.0213791251674189
2011,"강원도","강릉시","일반용",5,31847,89,36214,-0.128502598339341
2011,"강원도","강릉시","일반용",6,32632,90,36323.75,-0.107178395286713
2011,"강원도","강릉시","일반용",7,34299,91,36338.75,-0.057768465790197
2011,"강원도","강릉시","일반용",8,39145,92,36435.75,0.0717222648467749
2011,"강원도","강릉시","일반용",9,37500,93,36701.0833333333,0.0215346597320695
2011,"강원도","강릉시","일반용",10,31793,94,36814.0833333333,-0.146634331470827
2011,"강원도","강릉시","일반용",11,33856,95,36845.1666666667,-0.0846082114270072
2011,"강원도","강릉시","일반용",12,37709,96,36869.0833333333,0.0225254429449228
2012,"강원도","강릉시","일반용",1,43601,97,36888.4166666667,0.167182495578271
2012,"강원도","강릉시","일반용",2,43385,98,37128.8333333333,0.155719912683075
2012,"강원도","강릉시","일반용",3,39233,99,37061.3333333333,0.0569440314814463
2012,"강원도","강릉시","일반용",4,36769,100,37052.8333333333,-0.00768972319293868
2012,"강원도","강릉시","일반용",5,32220,101,37122.75,-0.141642611476808
2012,"강원도","강릉시","일반용",6,32919,102,37306.0833333333,-0.125106406721406
2012,"강원도","강릉시","일반용",7,34531,103,37466.1666666667,-0.081580832199789
2012,"강원도","강릉시","일반용",8,42030,104,37480.0833333333,0.114573968241236
2012,"강원도","강릉시","일반용",9,36690,105,37293.0833333333,-0.0163036376649776
2012,"강원도","강릉시","일반용",10,31691,106,37310.4166666667,-0.163239825964041
2012,"강원도","강릉시","일반용",11,34695,107,37425.75,-0.0757633858335404
2012,"강원도","강릉시","일반용",12,39909,108,37483.6666666667,0.0626965798309417
2013,"강원도","강릉시","일반용",1,45522,109,37702.5,0.18846932033129
2013,"강원도","강릉시","일반용",2,43552,110,37950.75,0.137666359976849
2013,"강원도","강릉시","일반용",3,36989,111,38186,-0.0318483851459479
2013,"강원도","강릉시","일반용",4,36977,112,38253.8333333333,-0.0339476753802163
2013,"강원도","강릉시","일반용",5,33604,113,38268.1666666667,-0.129973285552782
2013,"강원도","강릉시","일반용",6,33614,114,38236.8333333333,-0.128856627579081
2013,"강원도","강릉시","일반용",7,37157,115,38153.2113333333,-0.0264577519673333
2013,"강원도","강릉시","일반용",8,45009,116,38101.4399166667,0.166610395266108
2013,"강원도","강릉시","일반용",9,39513,117,38258.3074166667,0.032269007630401
2013,"강원도","강릉시","일반용",10,32505,118,38219.0381666667,-0.161939849131725
2013,"강원도","강릉시","일반용",11,34867,119,38187.5431666667,-0.0909685441720586
2013,"강원도","강릉시","일반용",12,39533,120,38281.6701666667,0.032164570255584
2014,"강원도","강릉시","일반용",1,44518.536,121,38267.2506666667,0.15131118534467
2014,"강원도","강릉시","일반용",2,42930.743,122,38064.4341666667,0.120307829607394
2014,"강원도","강릉시","일반용",3,38871.41,123,37886.6865833333,0.0256592460768619
2014,"강원도","강릉시","일반용",4,36505.769,124,37997.1980833333,-0.0400421194651067
2014,"강원도","강릉시","일반용",5,33226.06,125,38057.86,-0.135773125499842
2014,"강원도","강릉시","일반용",6,34743.524,126,38170.96025,-0.0940818287007712
2014,"강원도","강릉시","일반용",7,36983.966,127,38344.738,-0.0361328411213488
2014,"강원도","강릉시","일반용",8,42575.202,128,38513.1765,0.100271541611981
2014,"강원도","강릉시","일반용",9,37380.029,129,38495.3165833333,-0.029400008864912
2014,"강원도","강릉시","일반용",10,33831.138,130,38661.9649166667,-0.133474677052992
2014,"강원도","강릉시","일반용",11,35594.943,131,38771.5808333333,-0.0854839482994658
2014,"강원도","강릉시","일반용",12,40890.203,132,38801.6085833333,0.0524287948000466
2015,"강원도","강릉시","일반용",1,46603.869,133,38664.1195,0.186771538167824
2015,"강원도","강릉시","일반용",2,44952.005,134,38780.1338333333,0.147687264139468
2015,"강원도","강릉시","일반용",3,38657.091,135,38997.1108333333,-0.0087573369718579
2015,"강원도","강릉시","일반용",4,38505.549,136,39013.3718333333,-0.0131020941072208
2015,"강원도","강릉시","일반용",5,34541.451,137,39088.4410833333,-0.123666717717826
2015,"강원도","강릉시","일반용",6,35103.857,138,39083.3709166667,-0.107386069803608
2015,"강원도","강릉시","일반용",7,35334.097,139,39059.1785,-0.100229475063388
2015,"강원도","강릉시","일반용",8,43967.374,140,39300.2175,0.112217805660117
2015,"강원도","강릉시","일반용",9,39983.753,141,39613.2790833333,0.00930880416555564
2015,"강원도","강릉시","일반용",10,34026.27,142,39661.2611666667,-0.153242048711243
2015,"강원도","강릉시","일반용",11,36495.774,143,39681.7601666667,-0.0836951674084063
2015,"강원도","강릉시","일반용",12,40829.361,144,39844.6228333333,0.0244139939937669
2016,"강원도","강릉시","일반용",1,46313.56,145,40125.1869166667,0.14343055098496
2016,"강원도","강릉시","일반용",2,47844.473,146,40379.08925,0.169643546287563
2016,"강원도","강릉시","일반용",3,42413.83,147,40585.8771666667,0.0440543352432919
2016,"강원도","강릉시","일반용",4,39081.334,148,40710.8440833333,-0.0408495346543527
2016,"강원도","강릉시","일반용",5,34787.439,149,40917.9631666667,-0.162312790511839
2016,"강원도","강릉시","일반용",6,37058.209,150,41136.7018333333,-0.104410819018426
2016,"강원도","강릉시","일반용",7,38700.866,151,41414.5566666667,-0.0677704522904582
2016,"강원도","강릉시","일반용",8,47014.202,152,41634.6556666667,0.121516836910434
2016,"강원도","강릉시","일반용",9,42465.208,153,41714.1349166667,0.0178450671763766
2016,"강원도","강릉시","일반용",10,35525.873,154,41906.52325,-0.165180253043065
2016,"강원도","강릉시","일반용",11,38981.203,155,42006.65775,-0.0747485679941867
2016,"강원도","강릉시","일반용",12,43454.225,156,42066.1754166667,0.0324641017103249
2017,"강원도","강릉시","일반용",1,49647.818,157,42459.8935833333,0.156394491900474
2017,"강원도","강릉시","일반용",2,50485.661,158,42620.7438333333,0.169348276167696
2017,"강원도","강릉시","일반용",3,43367.581,159,42828.4205,0.0125102678188324
2017,"강원도","강릉시","일반용",4,41389.994,160,43091.79225,-0.0402933831417665
2017,"강원도","강릉시","일반용",5,35989.053,161,43269.7295,-0.184238493892769
2017,"강원도","강릉시","일반용",6,37772.421,162,43741.2526666667,-0.146712420604518
2017,"강원도","강릉시","일반용",7,43425.484,163,44342.5495833333,-0.0208982455683456
2017,"강원도","강릉시","일반용",8,48944.405,164,45686.29475,0.0688867052762331
2017,"강원도","강릉시","일반용",9,44957.328,165,46247.5083333333,-0.028293815418926
2017,"강원도","강릉시","일반용",10,38686.334,166,46441.60825,-0.182709375879485
2017,"강원도","강릉시","일반용",11,41116.45,167,46783.0545833333,-0.129112771068338
2017,"강원도","강릉시","일반용",12,49112.503,168,47157.03575,0.0406304274489967
2018,"강원도","강릉시","일반용",1,56863.381,169,47441.76125,0.181148686447664
2018,"강원도","강릉시","일반용",2,66610.603,170,48297.1859166667,0.3214904727126
2018,"강원도","강릉시","일반용",3,50102.144,171,48500.8283333333,0.0324829247509491
2018,"강원도","강릉시","일반용",4,43719.193,172,48486.4995833333,-0.103498195321296
2018,"강원도","강릉시","일반용",5,40086.409,173,48530.27075,-0.191150393242089
2018,"강원도","강릉시","일반용",6,42260.195,174,48434.6088333333,-0.13636899026024
2018,"강원도","강릉시","일반용",7,46842.19,175,48341.93675,-0.0315151470893025
2018,"강원도","강릉시","일반용",8,59209.501,176,47246.3690833333,0.225706212687843
2018,"강원도","강릉시","일반용",9,47401.037,177,46810.9195833333,0.0125276059609606
2018,"강원도","강릉시","일반용",10,38514.389,178,46818.25025,-0.195241177784798
2018,"강원도","강릉시","일반용",11,41641.704,179,46898.7285833333,-0.118888400887725
2018,"강원도","강릉시","일반용",12,47964.56,180,46999.06525,0.0203346916578524
2019,"강원도","강릉시","일반용",1,55751.316,181,47006.3401666667,0.170618525667416
2019,"강원도","강릉시","일반용",2,53463.791,182,46984.4421666667,0.129188091847501
2019,"강원도","강릉시","일반용",3,44876.75,183,47286.75175,-0.0523103231508342
2019,"강원도","강릉시","일반용",4,43807.161,184,47570.3885,-0.0824131801532236
2019,"강원도","강릉시","일반용",5,41052.149,185,47706.2963333333,-0.150220202465723
2019,"강원도","강릉시","일반용",6,43464.235,186,47857.82825,-0.0962962883009633
2019,"강원도","강릉시","일반용",7,46929.489,187,47855.96175,-0.0195494614248346
2019,"강원도","강릉시","일반용",8,58946.725,188,47948.3269166667,0.206510161412729
2019,"강원도","강릉시","일반용",9,51028.752,189,48142.0265833333,0.0582337094045963
2019,"강원도","강릉시","일반용",10,41918.03,190,48192.6714166667,-0.139490919565413
2019,"강원도","강릉시","일반용",11,43272.598,191,48330.9455833333,-0.110552456774392
2019,"강원도","강릉시","일반용",12,49782.943,192,48590.6076666667,0.0242421609782664
2020,"강원도","강릉시","일반용",1,55728.918,193,48756.4551666667,0.133661584003033
2020,"강원도","강릉시","일반용",2,54572.173,194,48452.413,0.118941959801306
2020,"강원도","강릉시","일반용",3,47201.146,195,48660.8370833333,-0.0304563679486314
2020,"강원도","강릉시","일반용",4,44414.899,196,48714.24825,-0.0923965829537749
2020,"강원도","강릉시","일반용",5,42711.439,197,48928.38075,-0.135890834929567
2020,"강원도","강릉시","일반용",6,46580.18,198,49074.05,-0.0521552530816565
2020,"강원도","강릉시","일반용",7,48919.659,199,49422.8349166667,-0.0102332224376027
2020,"강원도","강릉시","일반용",8,55298.219,200,49607.22625,0.108604188218136
2020,"강원도","강릉시","일반용",9,53529.841,201,49754.2105,0.0731441809146025
2020,"강원도","강릉시","일반용",10,42558.964,202,49899.6723333333,-0.159123933637796
2020,"강원도","강릉시","일반용",11,45842.188,203,49891.9219166667,-0.0846543017085921
2020,"강원도","강릉시","일반용",12,51530.974,204,49812.6071666667,0.0339149558230052
2021,"강원도","강릉시","일반용",1,59914.337,205,50039.57,0.18010173296059
2021,"강원도","강릉시","일반용",2,56784.869,206,50376.7840833333,0.119739463707658
2021,"강원도","강릉시","일반용",3,48964.957,207,50118.2769166667,-0.0232808712861185
2021,"강원도","강릉시","일반용",4,46160.441,208,50315.08375,-0.0861817320170984
2021,"강원도","강릉시","일반용",5,42618.434,209,50395.9943333333,-0.16762481172317
2021,"강원도","강릉시","일반용",6,45628.403,210,50451.1644166667,-0.100475431718522
2021,"강원도","강릉시","일반용",7,51643.213,211,50590.78425,0.0205893529936242
2021,"강원도","강릉시","일반용",8,59344.788,212,50945.83325,0.15260132400433
2021,"강원도","강릉시","일반용",9,50427.755,213,51161.65775,-0.0144486614851632
2021,"강원도","강릉시","일반용",10,44920.646,214,51358.8258333333,-0.133939286731029
2021,"강원도","강릉시","일반용",11,46813.115,215,51520.8211666667,-0.0958226217552421
2021,"강원도","강릉시","일반용",12,52193.015,216,51776.7891666667,0.00800671041489064
2022,"강원도","강릉시","일반용",1,61589.775,217,52259.9520833333,0.164265523299689
2022,"강원도","강릉시","일반용",2,61045.457,218,52498.5575833333,0.15083308875644
2022,"강원도","강릉시","일반용",3,51554.851,219,52782.1935833333,-0.0235275822448154
2022,"강원도","강릉시","일반용",4,48526.458,220,52879.1198333333,-0.0858993758292302
2022,"강원도","강릉시","일반용",5,44562.378,221,52905.673,-0.171620612747205
2022,"강원도","강릉시","일반용",6,48700.019,222,53081.1166666667,-0.0861418264383
2022,"강원도","강릉시","일반용",7,57441.168,223,53350.1025833333,0.0738853582125415
2022,"강원도","강릉시","일반용",8,62208.054,224,53492.2494166667,0.150947704202479
2022,"강원도","강릉시","일반용",9,53831.387,225,53437.0275,0.00735279398961539
2022,"강원도","강릉시","일반용",10,46083.761,226,53347.3755833333,-0.146364152117308
2022,"강원도","강릉시","일반용",11,47131.753,227,53376.85725,-0.124430331959844
2022,"강원도","강릉시","일반용",12,54298.339,228,53440.2431666667,0.0159295576609379
2023,"강원도","강릉시","일반용",1,64817.606,229,53393.0834166667,0.193896050441275
2023,"강원도","강릉시","일반용",2,62751.219,230,53648.81925,0.156718543671205
2023,"강원도","강릉시","일반용",3,50892.188,231,53934.89075,-0.058068157868052
2023,"강원도","강릉시","일반용",4,47450.635,232,54001.2351666667,-0.129317012285176
2023,"강원도","강릉시","일반용",5,44916.158,233,53984.03875,-0.183890827787028
2023,"강원도","강릉시","일반용",6,49460.65,234,53989.009,-0.0876030848709727
2023,"강원도","강릉시","일반용",7,56875.251,235,54017.6821666667,0.0515488499522934
2023,"강원도","강릉시","일반용",8,65276.884,236,54124.3329166667,0.187354115292045
2023,"강원도","강릉시","일반용",9,57264.245,237,54593.7639166667,0.0477567701967644
2023,"강원도","강릉시","일반용",10,46879.894,238,54841.2519166667,-0.156853798790981
2023,"강원도","강릉시","일반용",11,46925.396,239,54929.6604166667,-0.157494443789489
2023,"강원도","강릉시","일반용",12,54357.982,240,55022.0859166667,-0.0121432010397943
2024,"강원도","강릉시","일반용",1,65161.684,241,55131.1533333333,0.167156674844137
2024,"강원도","강릉시","일반용",2,64031.028,242,55580.1351666667,0.141541922134711
2024,"강원도","강릉시","일반용",3,56525.36,243,56012.5148333333,0.00911424207302072
2024,"강원도","강릉시","일반용",4,50420.491,244,56174.7674166667,-0.108070017816075
2024,"강원도","강릉시","일반용",5,45977.06,245,56225.5585833333,-0.201228856134973
2024,"강원도","강릉시","일반용",6,50569.756,246,56198.1846666667,-0.105530764987888
2004,"강원도","강릉시","주택용",6,18547,6,19629.6666666667,-0.0567339764253616
2004,"강원도","강릉시","주택용",7,18320,7,19733.5,-0.0743243398861452
2004,"강원도","강릉시","주택용",8,21721,8,19693.8333333333,0.0979739765461496
2004,"강원도","강릉시","주택용",9,19553,9,19736.6666666667,-0.00934943053143733
2004,"강원도","강릉시","주택용",10,18890,10,19852.0833333333,-0.0496762739328334
2004,"강원도","강릉시","주택용",11,19585,11,19893.25,-0.0156165110927842
2004,"강원도","강릉시","주택용",12,19209,12,20012,-0.0409531744211838
2005,"강원도","강릉시","주택용",1,21638,13,20085,0.0744777604541362
2005,"강원도","강릉시","주택용",2,21426,14,20026.0833333333,0.0675695473063809
2005,"강원도","강릉시","주택용",3,19906,15,20101.0833333333,-0.0097525169695202
2005,"강원도","강릉시","주택용",4,20954,16,20123.0833333333,0.0404619782568195
2005,"강원도","강릉시","주택용",5,18970,17,20137.8333333333,-0.0597415172848876
2005,"강원도","강릉시","주택용",6,19972,18,20295.3333333333,-0.0160596819242873
2005,"강원도","강릉시","주택용",7,19196,19,20387.0833333333,-0.0601996063827943
2005,"강원도","강릉시","주택용",8,21014,20,20458.0833333333,0.0268108048539397
2005,"강원도","강릉시","주택용",9,20453,21,20452.25,3.66701095865618e-05
2005,"강원도","강릉시","주택용",10,19154,22,20467.25,-0.0663144766080603
2005,"강원도","강릉시","주택용",11,19762,23,20510.3333333333,-0.0371679224141343
2005,"강원도","강릉시","주택용",12,21099,24,20473.5833333333,0.0300902087177912
2006,"강원도","강릉시","주택용",1,22739,25,20470.75,0.105084473995768
2006,"강원도","강릉시","주택용",2,22278,26,20523.3333333333,0.082037194167989
2006,"강원도","강릉시","주택용",3,19836,27,20548.25,-0.0352773105383434
2006,"강원도","강릉시","주택용",4,21134,28,20508.5833333333,0.0300396203175298
2006,"강원도","강릉시","주택용",5,19487,29,20598.75,-0.0554828177608054
2006,"강원도","강릉시","주택용",6,19531,30,20638,-0.0551310898387683
2006,"강원도","강릉시","주택용",7,19162,31,20597.5,-0.0722405579789264
2006,"강원도","강릉시","주택용",8,21645,32,20630.25,0.0480160356098515
2006,"강원도","강릉시","주택용",9,20752,33,20657.8333333333,0.0045480419216339
2006,"강원도","강릉시","주택용",10,18678,34,20701.8333333333,-0.102875902489685
2006,"강원도","강릉시","주택용",11,20844,35,20745.6666666667,0.00472874752076257
2006,"강원도","강릉시","주택용",12,21570,36,20782.5833333333,0.0371881642021255
2007,"강원도","강릉시","주택용",1,22253,37,20808.4166666667,0.067119278688504
2007,"강원도","강릉시","주택용",2,22671,38,20856.3333333333,0.0834289155922932
2007,"강원도","강릉시","주택용",3,20167,39,20982,-0.0396173221515891
2007,"강원도","강릉시","주택용",4,21662,40,21152.3333333333,0.0238093509173564
2007,"강원도","강릉시","주택용",5,20013,41,21211,-0.0581378526415912
2007,"강원도","강릉시","주택용",6,19974,42,21264.0833333333,-0.0625879931289741
2007,"강원도","강릉시","주택용",7,19472,43,21381.5,-0.0935485259178266
2007,"강원도","강릉시","주택용",8,22220,44,21492.25,0.0333003791773125
2007,"강원도","강릉시","주택용",9,22260,45,21628.3333333333,0.0287871623263148
2007,"강원도","강릉시","주택용",10,20722,46,21678.25,-0.045113515926691
2007,"강원도","강릉시","주택용",11,21548,47,21717.1666666667,-0.00782003361066475
2007,"강원도","강릉시","주택용",12,22207,48,21771.6666666667,0.0197981242217055
2008,"강원도","강릉시","주택용",1,23662,49,21870.4166666667,0.0787354993504965
2008,"강원도","강릉시","주택용",2,24000,50,21885.75,0.0922180902443135
2008,"강원도","강릉시","주택용",3,21800,51,21807.0833333333,-0.000324870771176536
2008,"강원도","강릉시","주택용",4,22261,52,21783.1666666667,0.0216987682047515
2008,"강원도","강릉시","주택용",5,20480,53,21810.4166666667,-0.0629388842461113
2008,"강원도","강릉시","주택용",6,20628,54,21855.4166666667,-0.0577994169947801
2008,"강원도","강릉시","주택용",7,20657,55,21938.0833333333,-0.0601698465496999
2008,"강원도","강릉시","주택용",8,22404,56,21979.6666666667,0.0191217307888943
2008,"강원도","강릉시","주택용",9,21316,57,21945.1666666667,-0.0290889534212585
2008,"강원도","강릉시","주택용",10,20435,58,21992.4166666667,-0.0734485799507225
2008,"강원도","강릉시","주택용",11,21875,59,22042.75,-0.00763931739726082
2008,"강원도","강릉시","주택용",12,22747,60,22073,0.03007812641065
2009,"강원도","강릉시","주택용",1,24654,61,22065.6666666667,0.110916303101875
2009,"강원도","강릉시","주택용",2,24499,62,21998.5,0.107658031175493
2009,"강원도","강릉시","주택용",3,21386,63,22034.1666666667,-0.0298577766224539
2009,"강원도","강릉시","주택용",4,22828,64,22094.3333333333,0.0326666872858951
2009,"강원도","강릉시","주택용",5,21084,65,22207.5833333333,-0.0519193631477399
2009,"강원도","강릉시","주택용",6,20991,66,22320.25,-0.0614005637353592
2009,"강원도","강릉시","주택용",7,20569,67,22447.8333333333,-0.0874090107701114
2009,"강원도","강릉시","주택용",8,21598,68,22583.4166666667,-0.0446151433112249
2009,"강원도","강릉시","주택용",9,21744,69,22724.1666666667,-0.0440911116486815
2009,"강원도","강릉시","주택용",10,21157,70,22854.9166666667,-0.0771954456007177
2009,"강원도","강릉시","주택용",11,23234,71,22952.25,0.0122007521745724
2009,"강원도","강릉시","주택용",12,24099,72,23031.75,0.0452966470721759
2010,"강원도","강릉시","주택용",1,26185,73,23091.5,0.125722143287536
2010,"강원도","강릉시","주택용",2,26126,74,23417.5,0.109447380963223
2010,"강원도","강릉시","주택용",3,23075,75,23613.5,-0.0230688019919307
2010,"강원도","강릉시","주택용",4,24397,76,23691.0833333333,0.0293614272328796
2010,"강원도","강릉시","주택용",5,22252,77,23743.75,-0.0648874457407518
2010,"강원도","강릉시","주택용",6,21945,78,23780,-0.0803055681224384
2010,"강원도","강릉시","주택용",7,21286,79,23848.5833333333,-0.113675236929643
2010,"강원도","강릉시","주택용",8,25510,80,23919.5,0.0643765062997934
2010,"강원도","강릉시","주택용",9,24096,81,23938.8333333333,0.00654388561861421
2010,"강원도","강릉시","주택용",10,22088,82,23936.5,-0.0803700159834737
2010,"강원도","강릉시","주택용",11,23866,83,23984.5833333333,-0.00495641088707733
2010,"강원도","강릉시","주택용",12,24534,84,24024.75,0.0209753616356084
2011,"강원도","강릉시","주택용",1,27008,85,24043.4166666667,0.11627189460785
2011,"강원도","강릉시","주택용",2,26977,86,23891,0.121482832140624
2011,"강원도","강릉시","주택용",3,23307,87,23829.0833333333,-0.0221530788159363
2011,"강원도","강릉시","주택용",4,24369,88,23826.5,0.0225134261018999
2011,"강원도","강릉시","주택용",5,22829,89,23833.8333333333,-0.0430744822652995
2011,"강원도","강릉시","주택용",6,22427,90,23855.0833333333,-0.0617317421455606
2011,"강원도","강릉시","주택용",7,21510,91,23826.1666666667,-0.102266473232414
2011,"강원도","강릉시","주택용",8,23681,92,23823.8333333333,-0.00601344131671197
2011,"강원도","강릉시","주택용",9,23353,93,23932.6666666667,-0.024518876325414
2011,"강원도","강릉시","주택용",10,22057,94,23985.0833333333,-0.083802097511259
2011,"강원도","강릉시","주택용",11,23954,95,23949.5833333333,0.000184398175328471
2011,"강원도","강릉시","주택용",12,24789,96,23928.1666666667,0.0353437197433021
2012,"강원도","강릉시","주택용",1,26661,97,23898.25,0.109396588925149
2012,"강원도","강릉시","주택용",2,26949,98,24000.75,0.115861111055505
2012,"강원도","강릉시","주택용",3,24613,99,24026.3333333333,0.0241243075777322
2012,"강원도","강릉시","주택용",4,24998,100,24011.8333333333,0.0402490572764796
2012,"강원도","강릉시","주택용",5,22403,101,23993.9166666667,-0.068605447531418
2012,"강원도","강릉시","주택용",6,22170,102,24013.5833333333,-0.0798796188400755
2012,"강원도","강릉시","주택용",7,21151,103,24032.9166666667,-0.127737232742168
2012,"강원도","강릉시","주택용",8,24911,104,23992.3333333333,0.0375751381183363
2012,"강원도","강릉시","주택용",9,23660,105,23860.3333333333,-0.00843152840473289
2012,"강원도","강릉시","주택용",10,21883,106,23817.9166666667,-0.0847280189130171
