지역,거래일,시간,계량값
강원도,2014-01-07,03,2.241055871
강원도,2014-01-07,04,2.222125787
강원도,2014-01-07,05,2.278946859
강원도,2014-01-07,06,2.562110203
강원도,2014-01-07,07,2.83613043
강원도,2014-01-07,08,3.438747825
강원도,2014-01-07,09,4.092038961
강원도,2014-01-07,10,4.032726475
강원도,2014-01-07,11,3.601162016
강원도,2014-01-07,12,2.592961736
강원도,2014-01-07,13,3.206243426
강원도,2014-01-07,14,3.303774023
강원도,2014-01-07,15,2.661948546
강원도,2014-01-07,16,2.880869489
강원도,2014-01-07,17,3.132537601
강원도,2014-01-07,18,3.27826996
강원도,2014-01-07,19,2.955113679
강원도,2014-01-07,20,2.683307688
강원도,2014-01-07,21,2.525807283
강원도,2014-01-07,22,2.521536362
강원도,2014-01-07,23,2.864715867
강원도,2014-01-08,00,2.492967905
강원도,2014-01-08,01,2.288465232
강원도,2014-01-08,02,2.136549449
강원도,2014-01-08,03,2.251119738
강원도,2014-01-08,04,2.388139492
강원도,2014-01-08,05,2.397889989
강원도,2014-01-08,06,2.31436232
강원도,2014-01-08,07,2.374407022
강원도,2014-01-08,08,3.368460221
강원도,2014-01-08,09,3.962562531
강원도,2014-01-08,10,3.843189377
강원도,2014-01-08,11,3.884798564
강원도,2014-01-08,12,2.573645458
강원도,2014-01-08,13,3.195414191
강원도,2014-01-08,14,3.387772697
강원도,2014-01-08,15,3.069531458
강원도,2014-01-08,16,3.260954674
강원도,2014-01-08,17,3.485560323
강원도,2014-01-08,18,3.516224694
강원도,2014-01-08,19,3.206096449
강원도,2014-01-08,20,2.638580369
강원도,2014-01-08,21,2.613516549
강원도,2014-01-08,22,2.668850086
강원도,2014-01-08,23,3.151156579
강원도,2014-01-09,00,2.628214529
강원도,2014-01-09,01,2.659438469
강원도,2014-01-09,02,2.678839988
강원도,2014-01-09,03,2.71970043
강원도,2014-01-09,04,2.813102672
강원도,2014-01-09,05,2.873696934
강원도,2014-01-09,06,2.774253198
강원도,2014-01-09,07,2.706613799
강원도,2014-01-09,08,3.601926248
강원도,2014-01-09,09,4.15120325
강원도,2014-01-09,10,4.262751959
강원도,2014-01-09,11,3.913933278
강원도,2014-01-09,12,2.556499949
강원도,2014-01-09,13,3.672315639
강원도,2014-01-09,14,3.796724774
강원도,2014-01-09,15,3.490603484
강원도,2014-01-09,16,3.332874578
강원도,2014-01-09,17,3.528400579
강원도,2014-01-09,18,3.653328619
강원도,2014-01-09,19,3.330746137
강원도,2014-01-09,20,3.012219693
강원도,2014-01-09,21,2.764828433
강원도,2014-01-09,22,2.880975786
강원도,2014-01-09,23,3.2557003
강원도,2014-01-10,00,2.778229424
강원도,2014-01-10,01,2.831842613
강원도,2014-01-10,02,2.948551179
강원도,2014-01-10,03,3.013385262
강원도,2014-01-10,04,3.060023941
강원도,2014-01-10,05,3.037497404
강원도,2014-01-10,06,2.960958486
강원도,2014-01-10,07,2.816072695
강원도,2014-01-10,08,3.699355902
강원도,2014-01-10,09,4.086816381
강원도,2014-01-10,10,4.084558334
강원도,2014-01-10,11,4.013392738
강원도,2014-01-10,12,2.879163135
강원도,2014-01-10,13,3.44119451
강원도,2014-01-10,14,3.629439981
강원도,2014-01-10,15,3.341713144
강원도,2014-01-10,16,3.345460313
강원도,2014-01-10,17,3.465398511
강원도,2014-01-10,18,3.240181309
강원도,2014-01-10,19,2.774194785
강원도,2014-01-10,20,2.772628796
강원도,2014-01-10,21,2.577838355
강원도,2014-01-10,22,2.830839099
강원도,2014-01-10,23,3.313040372
강원도,2014-01-11,00,2.904630882
강원도,2014-01-11,01,2.466306734
강원도,2014-01-11,02,1.693821956
강원도,2014-01-11,03,1.186761082
강원도,2014-01-11,04,1.189224224
강원도,2014-01-11,05,1.185115682
강원도,2014-01-11,06,1.441717951
강원도,2014-01-11,07,1.6564736
강원도,2014-01-11,08,2.105419988
강원도,2014-01-11,09,2.835997626
강원도,2014-01-11,10,2.9013212
강원도,2014-01-11,11,2.63737045
강원도,2014-01-11,12,2.479557604
강원도,2014-01-11,13,2.735202312
강원도,2014-01-11,14,2.823379431
강원도,2014-01-11,15,2.701690254
강원도,2014-01-11,16,2.655634843
강원도,2014-01-11,17,2.84728432
강원도,2014-01-11,18,2.838473557
강원도,2014-01-11,19,2.672698661
강원도,2014-01-11,20,2.695430007
강원도,2014-01-11,21,2.682618276
강원도,2014-01-11,22,2.713853182
강원도,2014-01-11,23,2.9575414
강원도,2014-01-12,00,2.211959409
강원도,2014-01-12,01,1.480382957
강원도,2014-01-12,02,1.491358853
강원도,2014-01-12,03,1.508979282
강원도,2014-01-12,04,1.501641003
강원도,2014-01-12,05,1.53507518
강원도,2014-01-12,06,1.565235247
강원도,2014-01-12,07,1.584912739
강원도,2014-01-12,08,1.5833888
강원도,2014-01-12,09,1.587971671
강원도,2014-01-12,10,1.586399214
강원도,2014-01-12,11,1.591665882
강원도,2014-01-12,12,1.602238074
강원도,2014-01-12,13,1.601636352
강원도,2014-01-12,14,1.608918037
강원도,2014-01-12,15,1.575398927
강원도,2014-01-12,16,1.521779511
강원도,2014-01-12,17,1.672142994
강원도,2014-01-12,18,2.260313021
강원도,2014-01-12,19,1.930537006
강원도,2014-01-12,20,1.64755594
강원도,2014-01-12,21,1.382067912
강원도,2014-01-12,22,1.772796656
강원도,2014-01-12,23,2.001110851
강원도,2014-01-13,00,1.437109836
강원도,2014-01-13,01,1.331566384
강원도,2014-01-13,02,1.348513114
강원도,2014-01-13,03,1.368875917
강원도,2014-01-13,04,1.405147093
강원도,2014-01-13,05,1.393992491
강원도,2014-01-13,06,1.477705109
강원도,2014-01-13,07,1.914757077
강원도,2014-01-13,08,2.963334706
강원도,2014-01-13,09,3.743159767
강원도,2014-01-13,10,4.150602385
강원도,2014-01-13,11,3.774496554
강원도,2014-01-13,12,2.632377122
강원도,2014-01-13,13,3.102717351
강원도,2014-01-13,14,3.318067482
강원도,2014-01-13,15,3.032317113
강원도,2014-01-13,16,3.178066962
강원도,2014-01-13,17,3.414863739
강원도,2014-01-13,18,3.727148074
강원도,2014-01-13,19,3.281949336
강원도,2014-01-13,20,2.783698696
강원도,2014-01-13,21,2.6246605
강원도,2014-01-13,22,2.76456997
강원도,2014-01-13,23,3.238825736
강원도,2014-01-14,00,2.636965984
강원도,2014-01-14,01,2.725876456
강원도,2014-01-14,02,2.794897964
강원도,2014-01-14,03,2.779332338
강원도,2014-01-14,04,2.879371498
강원도,2014-01-14,05,2.91164117
강원도,2014-01-14,06,2.856133501
강원도,2014-01-14,07,2.746204136
강원도,2014-01-14,08,3.58464789
강원도,2014-01-14,09,3.802359393
강원도,2014-01-14,10,3.821196969
강원도,2014-01-14,11,3.677552459
강원도,2014-01-14,12,2.608910381
강원도,2014-01-14,13,3.017395109
강원도,2014-01-14,14,3.341472571
강원도,2014-01-14,15,3.051717626
강원도,2014-01-14,16,3.214953133
강원도,2014-01-14,17,3.736844462
강원도,2014-01-14,18,3.786104566
강원도,2014-01-14,19,3.474273702
강원도,2014-01-14,20,3.194686543
강원도,2014-01-14,21,2.772830794
강원도,2014-01-14,22,3.006148682
강원도,2014-01-14,23,3.330878896
강원도,2014-01-15,00,2.233360482
강원도,2014-01-15,01,1.475376848
강원도,2014-01-15,02,1.418810656
강원도,2014-01-15,03,1.419143366
강원도,2014-01-15,04,1.419714354
강원도,2014-01-15,05,1.43933799
강원도,2014-01-15,06,1.940987828
강원도,2014-01-15,07,2.378727868
강원도,2014-01-15,08,3.442492641
강원도,2014-01-15,09,3.948102449
강원도,2014-01-15,10,3.867865924
강원도,2014-01-15,11,3.612116309
강원도,2014-01-15,12,2.608385934
강원도,2014-01-15,13,2.954406748
강원도,2014-01-15,14,3.142616576
강원도,2014-01-15,15,2.927899166
강원도,2014-01-15,16,3.201355095
강원도,2014-01-15,17,3.232390758
강원도,2014-01-15,18,3.493235363
강원도,2014-01-15,19,3.30911938
강원도,2014-01-15,20,3.397176758
강원도,2014-01-15,21,2.917882775
강원도,2014-01-15,22,3.507068908
강원도,2014-01-15,23,3.468488392
강원도,2014-01-16,00,2.631190791
강원도,2014-01-16,01,2.671861476
강원도,2014-01-16,02,2.644843026
강원도,2014-01-16,03,2.760123014
강원도,2014-01-16,04,2.897940382
강원도,2014-01-16,05,2.863691758
강원도,2014-01-16,06,2.797772612
강원도,2014-01-16,07,2.638064474
강원도,2014-01-16,08,3.418008385
강원도,2014-01-16,09,3.785779177
강원도,2014-01-16,10,3.922158976
강원도,2014-01-16,11,3.978630242
강원도,2014-01-16,12,2.621481427
강원도,2014-01-16,13,3.326230125
강원도,2014-01-16,14,3.582169652
강원도,2014-01-16,15,3.346013121
강원도,2014-01-16,16,3.436519615
강원도,2014-01-16,17,3.538482243
강원도,2014-01-16,18,3.52082335
강원도,2014-01-16,19,3.182760837
강원도,2014-01-16,20,2.84141974
강원도,2014-01-16,21,2.676336056
강원도,2014-01-16,22,2.929992924
강원도,2014-01-16,23,3.248080834
강원도,2014-01-17,00,2.592182213
강원도,2014-01-17,01,2.603403096
강원도,2014-01-17,02,2.634521166
강원도,2014-01-17,03,2.695077966
강원도,2014-01-17,04,2.785617304
강원도,2014-01-17,05,2.787515028
강원도,2014-01-17,06,2.660398242
강원도,2014-01-17,07,2.572408391
강원도,2014-01-17,08,3.467189078
강원도,2014-01-17,09,3.655224028
강원도,2014-01-17,10,3.427271682
강원도,2014-01-17,11,3.157745423
강원도,2014-01-17,12,2.519285645
강원도,2014-01-17,13,2.969057052
강원도,2014-01-17,14,3.09671107
강원도,2014-01-17,15,2.981573205
강원도,2014-01-17,16,2.99584138
강원도,2014-01-17,17,2.868071027
강원도,2014-01-17,18,2.747098513
강원도,2014-01-17,19,2.627226647
강원도,2014-01-17,20,2.649233329
강원도,2014-01-17,21,2.693097755
강원도,2014-01-17,22,2.706493893
강원도,2014-01-17,23,2.749307449
강원도,2014-01-18,00,2.718876306
강원도,2014-01-18,01,2.031525702
강원도,2014-01-18,02,1.601234867
강원도,2014-01-18,03,1.576723486
강원도,2014-01-18,04,1.571498985
강원도,2014-01-18,05,1.564871807
강원도,2014-01-18,06,1.539881867
강원도,2014-01-18,07,1.915631103
강원도,2014-01-18,08,2.676918217
강원도,2014-01-18,09,3.025827794
강원도,2014-01-18,10,3.041537126
강원도,2014-01-18,11,2.766326112
강원도,2014-01-18,12,1.525126969
강원도,2014-01-18,13,1.460366207
강원도,2014-01-18,14,1.424417557
강원도,2014-01-18,15,1.38044574
강원도,2014-01-18,16,1.373213163
강원도,2014-01-18,17,1.357121674
강원도,2014-01-18,18,1.346520405
강원도,2014-01-18,19,1.341275479
강원도,2014-01-18,20,1.34587892
강원도,2014-01-18,21,1.350487464
강원도,2014-01-18,22,1.435381666
강원도,2014-01-18,23,1.430929618
강원도,2014-01-19,00,1.338169088
강원도,2014-01-19,01,1.34011059
강원도,2014-01-19,02,1.334542968
강원도,2014-01-19,03,1.328681798
강원도,2014-01-19,04,1.32645683
강원도,2014-01-19,05,1.323400048
강원도,2014-01-19,06,1.33088839
강원도,2014-01-19,07,1.329634434
강원도,2014-01-19,08,1.351369515
강원도,2014-01-19,09,1.384984293
강원도,2014-01-19,10,1.388408877
강원도,2014-01-19,11,1.595554691
강원도,2014-01-19,12,1.373153943
강원도,2014-01-19,13,1.381041691
강원도,2014-01-19,14,1.359635156
강원도,2014-01-19,15,1.361950988
강원도,2014-01-19,16,1.364079379
강원도,2014-01-19,17,1.348909316
강원도,2014-01-19,18,1.364401328
강원도,2014-01-19,19,1.38682205
강원도,2014-01-19,20,1.436702827
강원도,2014-01-19,21,1.809112853
강원도,2014-01-19,22,2.62685234
강원도,2014-01-19,23,2.28907897
강원도,2014-01-20,00,1.612360751
강원도,2014-01-20,01,1.496181762
강원도,2014-01-20,02,1.441256131
강원도,2014-01-20,03,1.390571462
강원도,2014-01-20,04,1.360174719
강원도,2014-01-20,05,1.376076163
강원도,2014-01-20,06,1.467015419
강원도,2014-01-20,07,1.965006887
강원도,2014-01-20,08,3.167567699
강원도,2014-01-20,09,4.125941218
강원도,2014-01-20,10,4.128181409
강원도,2014-01-20,11,3.695373141
강원도,2014-01-20,12,2.666014875
강원도,2014-01-20,13,3.143792203
강원도,2014-01-20,14,3.497709403
강원도,2014-01-20,15,3.630182258
강원도,2014-01-20,16,3.667212504
강원도,2014-01-20,17,3.356922881
강원도,2014-01-20,18,3.256728158
강원도,2014-01-20,19,2.997359792
강원도,2014-01-20,20,2.797575754
강원도,2014-01-20,21,2.547915406
강원도,2014-01-20,22,2.542335067
강원도,2014-01-20,23,3.154689318
강원도,2014-01-21,00,2.693097654
강원도,2014-01-21,01,2.68990069
강원도,2014-01-21,02,2.646023328
강원도,2014-01-21,03,2.667909272
강원도,2014-01-21,04,2.70736288
강원도,2014-01-21,05,2.696306195
강원도,2014-01-21,06,2.771946142
강원도,2014-01-21,07,2.590756342
강원도,2014-01-21,08,3.414793743
강원도,2014-01-21,09,4.087656756
강원도,2014-01-21,10,4.003452669
강원도,2014-01-21,11,3.565763761
강원도,2014-01-21,12,2.564925499
강원도,2014-01-21,13,3.030493611
강원도,2014-01-21,14,3.167515729
강원도,2014-01-21,15,3.160196714
강원도,2014-01-21,16,3.347950145
강원도,2014-01-21,17,3.647654194
강원도,2014-01-21,18,3.653509484
강원도,2014-01-21,19,3.457646334
강원도,2014-01-21,20,3.12484719
강원도,2014-01-21,21,2.514407714
강원도,2014-01-21,22,2.555358004
강원도,2014-01-21,23,2.959523825
강원도,2014-01-22,00,2.602821337
강원도,2014-01-22,01,2.595661119
강원도,2014-01-22,02,2.678939452
강원도,2014-01-22,03,2.687658646
강원도,2014-01-22,04,2.737193388
강원도,2014-01-22,05,2.800409078
강원도,2014-01-22,06,2.692517175
강원도,2014-01-22,07,2.59026538
강원도,2014-01-22,08,3.460855511
강원도,2014-01-22,09,3.846164795
강원도,2014-01-22,10,3.788768364
강원도,2014-01-22,11,3.729680591
강원도,2014-01-22,12,2.641164623
강원도,2014-01-22,13,3.338838924
강원도,2014-01-22,14,3.820730535
강원도,2014-01-22,15,3.521294594
강원도,2014-01-22,16,3.514347363
강원도,2014-01-22,17,3.576699861
강원도,2014-01-22,18,3.663237563
강원도,2014-01-22,19,3.366192693
강원도,2014-01-22,20,2.863678195
강원도,2014-01-22,21,2.661294339
강원도,2014-01-22,22,2.833171644
강원도,2014-01-22,23,3.266916278
강원도,2014-01-23,00,2.656109204
강원도,2014-01-23,01,2.567197336
강원도,2014-01-23,02,2.605798893
강원도,2014-01-23,03,2.704406211
강원도,2014-01-23,04,2.839789728
강원도,2014-01-23,05,2.842049634
강원도,2014-01-23,06,2.792451216
강원도,2014-01-23,07,2.623267006
강원도,2014-01-23,08,3.595987958
강원도,2014-01-23,09,4.16021284
강원도,2014-01-23,10,3.935051514
강원도,2014-01-23,11,3.684176728
강원도,2014-01-23,12,2.572247956
강원도,2014-01-23,13,3.035735974
강원도,2014-01-23,14,3.458348002
강원도,2014-01-23,15,3.222983734
강원도,2014-01-23,16,3.216247699
강원도,2014-01-23,17,3.568418702
강원도,2014-01-23,18,3.911819379
강원도,2014-01-23,19,3.595899265
강원도,2014-01-23,20,3.280433711
강원도,2014-01-23,21,2.880240064
강원도,2014-01-23,22,3.101026173
강원도,2014-01-23,23,3.375225903
강원도,2014-01-24,00,2.809981917
강원도,2014-01-24,01,2.735954326
강원도,2014-01-24,02,2.803086196
강원도,2014-01-24,03,2.952118442
강원도,2014-01-24,04,3.09961175
강원도,2014-01-24,05,2.947160684
강원도,2014-01-24,06,3.070759402
강원도,2014-01-24,07,2.847970932
강원도,2014-01-24,08,3.677742968
강원도,2014-01-24,09,4.291914188
강원도,2014-01-24,10,4.362395966
강원도,2014-01-24,11,3.792542491
강원도,2014-01-24,12,2.810921265
강원도,2014-01-24,13,3.179642624
강원도,2014-01-24,14,3.308201177
강원도,2014-01-24,15,3.256837295
강원도,2014-01-24,16,3.802452084
강원도,2014-01-24,17,3.782500017
강원도,2014-01-24,18,3.794461104
강원도,2014-01-24,19,2.966256529
강원도,2014-01-24,20,2.861311435
강원도,2014-01-24,21,2.849893961
강원도,2014-01-24,22,2.929527816
강원도,2014-01-24,23,3.565263741
강원도,2014-01-25,00,2.994836769
강원도,2014-01-25,01,2.654193234
강원도,2014-01-25,02,1.669716467
강원도,2014-01-25,03,1.610182097
강원도,2014-01-25,04,1.568131898
강원도,2014-01-25,05,1.522012314
강원도,2014-01-25,06,1.436729659
강원도,2014-01-25,07,1.784482695
강원도,2014-01-25,08,2.753892944
강원도,2014-01-25,09,2.85368174
강원도,2014-01-25,10,2.992691026
강원도,2014-01-25,11,3.155523572
강원도,2014-01-25,12,3.233020176
강원도,2014-01-25,13,3.435146104
강원도,2014-01-25,14,3.610826288
강원도,2014-01-25,15,2.823241891
강원도,2014-01-25,16,2.560270147
강원도,2014-01-25,17,2.478054809
강원도,2014-01-25,18,2.563036848
강원도,2014-01-25,19,2.564167858
강원도,2014-01-25,20,2.55281397
강원도,2014-01-25,21,2.561647648
강원도,2014-01-25,22,2.816608864
강원도,2014-01-25,23,3.2090803
강원도,2014-01-26,00,2.183331682
강원도,2014-01-26,01,1.397924798
강원도,2014-01-26,02,1.376502948
강원도,2014-01-26,03,1.375653332
강원도,2014-01-26,04,1.378188974
강원도,2014-01-26,05,1.37635818
강원도,2014-01-26,06,1.376239568
강원도,2014-01-26,07,1.372756109
강원도,2014-01-26,08,1.400839902
강원도,2014-01-26,09,1.484458762
강원도,2014-01-26,10,1.508774448
강원도,2014-01-26,11,1.490738842
강원도,2014-01-26,12,1.403799974
강원도,2014-01-26,13,1.404487718
강원도,2014-01-26,14,1.408866351
강원도,2014-01-26,15,1.448349708
강원도,2014-01-26,16,1.559668021
강원도,2014-01-26,17,1.644626949
강원도,2014-01-26,18,1.665816366
강원도,2014-01-26,19,2.18323244
강원도,2014-01-26,20,2.206654734
강원도,2014-01-26,21,2.191929852
강원도,2014-01-26,22,2.254675132
강원도,2014-01-26,23,1.841920107
강원도,2014-01-27,00,1.424423977
강원도,2014-01-27,01,1.468231212
강원도,2014-01-27,02,1.50088678
강원도,2014-01-27,03,1.556247414
강원도,2014-01-27,04,1.628550538
강원도,2014-01-27,05,1.955024188
강원도,2014-01-27,06,1.943037136
강원도,2014-01-27,07,2.457829265
강원도,2014-01-27,08,3.916736556
강원도,2014-01-27,09,4.142454973
강원도,2014-01-27,10,3.909326554
강원도,2014-01-27,11,3.581894709
강원도,2014-01-27,12,2.837933793
강원도,2014-01-27,13,2.907976897
강원도,2014-01-27,14,2.834617667
강원도,2014-01-27,15,2.975705069
강원도,2014-01-27,16,3.143449935
강원도,2014-01-27,17,3.149105632
강원도,2014-01-27,18,3.254908025
강원도,2014-01-27,19,3.109441336
강원도,2014-01-27,20,3.20806271
강원도,2014-01-27,21,2.71797205
강원도,2014-01-27,22,2.677559638
강원도,2014-01-27,23,3.124032843
강원도,2014-01-28,00,2.708995195
강원도,2014-01-28,01,1.717781192
강원도,2014-01-28,02,1.542373846
강원도,2014-01-28,03,1.538870171
강원도,2014-01-28,04,1.542898947
강원도,2014-01-28,05,1.558657545
강원도,2014-01-28,06,1.626170285
강원도,2014-01-28,07,2.32625091
강원도,2014-01-28,08,3.767538578
강원도,2014-01-28,09,4.067035295
강원도,2014-01-28,10,3.900931132
강원도,2014-01-28,11,3.631318165
강원도,2014-01-28,12,2.715869174
강원도,2014-01-28,13,3.039486278
강원도,2014-01-28,14,3.440290166
강원도,2014-01-28,15,3.391801394
강원도,2014-01-28,16,3.387133515
강원도,2014-01-28,17,3.134470825
강원도,2014-01-28,18,3.391115838
강원도,2014-01-28,19,3.111466727
강원도,2014-01-28,20,2.951334687
강원도,2014-01-28,21,2.792173994
강원도,2014-01-28,22,3.053367426
강원도,2014-01-28,23,3.490984095
강원도,2014-01-29,00,2.687841713
강원도,2014-01-29,01,1.614049825
강원도,2014-01-29,02,1.561395099
강원도,2014-01-29,03,1.574903331
강원도,2014-01-29,04,1.532316347
강원도,2014-01-29,05,1.515884913
강원도,2014-01-29,06,1.61766
강원도,2014-01-29,07,2.251644596
강원도,2014-01-29,08,3.795377566
강원도,2014-01-29,09,3.967430078
강원도,2014-01-29,10,3.583637692
강원도,2014-01-29,11,3.540134962
강원도,2014-01-29,12,1.937283607
강원도,2014-01-29,13,1.969232064
강원도,2014-01-29,14,1.906966024
강원도,2014-01-29,15,2.025885562
강원도,2014-01-29,16,1.955718562
강원도,2014-01-29,17,1.704295889
강원도,2014-01-29,18,1.832784343
강원도,2014-01-29,19,1.827800384
강원도,2014-01-29,20,1.687170352
강원도,2014-01-29,21,1.573747719
강원도,2014-01-29,22,1.644706802
강원도,2014-01-29,23,1.778420819
강원도,2014-01-30,00,1.760419646
강원도,2014-01-30,01,1.926067895
강원도,2014-01-30,02,1.999973703
강원도,2014-01-30,03,1.501494139
강원도,2014-01-30,04,1.158776883
강원도,2014-01-30,05,1.41487574
강원도,2014-01-30,06,1.415444793
강원도,2014-01-30,07,1.091651706
강원도,2014-01-30,08,0.891782136
강원도,2014-01-30,09,0.929448022
강원도,2014-01-30,10,0.970464728
강원도,2014-01-30,11,1.108281179
강원도,2014-01-30,12,0.997406258
강원도,2014-01-30,13,0.995179869
강원도,2014-01-30,14,0.990658247
강원도,2014-01-30,15,0.990711209
강원도,2014-01-30,16,0.997684995
강원도,2014-01-30,17,0.99587219
강원도,2014-01-30,18,0.993163211
강원도,2014-01-30,19,0.968176036
강원도,2014-01-30,20,0.975749191
강원도,2014-01-30,21,1.050463503
강원도,2014-01-30,22,2.008090774
강원도,2014-01-30,23,2.259643512
강원도,2014-01-31,00,2.055146471
강원도,2014-01-31,01,1.765957472
강원도,2014-01-31,02,2.119494069
강원도,2014-01-31,03,2.357339726
강원도,2014-01-31,04,2.431865754
강원도,2014-01-31,05,2.441484927
강원도,2014-01-31,06,2.520651153
강원도,2014-01-31,07,2.502303787
강원도,2014-01-31,08,2.112157447
강원도,2014-01-31,09,0.936626761
강원도,2014-01-31,10,0.840860113
강원도,2014-01-31,11,0.83054269
강원도,2014-01-31,12,0.825136017
강원도,2014-01-31,13,0.841370385
강원도,2014-01-31,14,0.844990885
