지역,거래일,시간,계량값
강원도,2015-01-01,00,2.114931409
강원도,2015-01-01,01,1.59556343
강원도,2015-01-01,02,1.365519136
강원도,2015-01-01,03,1.350684553
강원도,2015-01-01,04,1.252980822
강원도,2015-01-01,05,1.263735509
강원도,2015-01-01,06,1.307013364
강원도,2015-01-01,07,0.947758367
강원도,2015-01-01,08,0.81587584
강원도,2015-01-01,09,0.798846422
강원도,2015-01-01,10,0.828018364
강원도,2015-01-01,11,0.838728319
강원도,2015-01-01,12,0.868301859
강원도,2015-01-01,13,0.895717177
강원도,2015-01-01,14,0.903429559
강원도,2015-01-01,15,0.877023151
강원도,2015-01-01,16,0.978431668
강원도,2015-01-01,17,1.22947618
강원도,2015-01-01,18,1.420838549
강원도,2015-01-01,19,1.58739982
강원도,2015-01-01,20,1.4761114
강원도,2015-01-01,21,1.537349172
강원도,2015-01-01,22,2.090244155
강원도,2015-01-01,23,2.326394304
강원도,2015-01-02,00,1.504824646
강원도,2015-01-02,01,1.44327906
강원도,2015-01-02,02,1.459197636
강원도,2015-01-02,03,1.461935982
강원도,2015-01-02,04,1.471390448
강원도,2015-01-02,05,1.437065803
강원도,2015-01-02,06,1.620695585
강원도,2015-01-02,07,1.722437575
강원도,2015-01-02,08,2.317955144
강원도,2015-01-02,09,3.243011802
강원도,2015-01-02,10,3.434843986
강원도,2015-01-02,11,3.3879565
강원도,2015-01-02,12,1.614085109
강원도,2015-01-02,13,1.926941314
강원도,2015-01-02,14,1.96228173
강원도,2015-01-02,15,1.538415845
강원도,2015-01-02,16,1.748945715
강원도,2015-01-02,17,2.693692705
강원도,2015-01-02,18,2.942535021
강원도,2015-01-02,19,2.755380265
강원도,2015-01-02,20,2.292668616
강원도,2015-01-02,21,1.800758372
강원도,2015-01-02,22,1.576273215
강원도,2015-01-02,23,2.263903094
강원도,2015-01-03,00,1.924160152
강원도,2015-01-03,01,1.500694807
강원도,2015-01-03,02,1.487791406
강원도,2015-01-03,03,1.506714805
강원도,2015-01-03,04,1.530957763
강원도,2015-01-03,05,1.519801864
강원도,2015-01-03,06,1.510018948
강원도,2015-01-03,07,1.537591729
강원도,2015-01-03,08,1.768693077
강원도,2015-01-03,09,1.883650069
강원도,2015-01-03,10,2.179264245
강원도,2015-01-03,11,2.308080941
강원도,2015-01-03,12,1.793657748
강원도,2015-01-03,13,1.923943866
강원도,2015-01-03,14,1.896182404
강원도,2015-01-03,15,1.869289199
강원도,2015-01-03,16,1.866506604
강원도,2015-01-03,17,2.097125711
강원도,2015-01-03,18,2.193690994
강원도,2015-01-03,19,2.001535523
강원도,2015-01-03,20,2.012421641
강원도,2015-01-03,21,1.724484282
강원도,2015-01-03,22,1.732843845
강원도,2015-01-03,23,2.381532301
강원도,2015-01-04,00,2.168561516
강원도,2015-01-04,01,1.738727085
강원도,2015-01-04,02,1.74824108
강원도,2015-01-04,03,1.611710046
강원도,2015-01-04,04,1.577446125
강원도,2015-01-04,05,1.580145258
강원도,2015-01-04,06,1.585411452
강원도,2015-01-04,07,1.55971336
강원도,2015-01-04,08,1.561196253
강원도,2015-01-04,09,1.601129988
강원도,2015-01-04,10,1.591219528
