지역,거래일,시간,계량값
강원도,2023-01-01,00,8.870476222
강원도,2023-01-01,01,7.658758268
강원도,2023-01-01,02,7.212592779
강원도,2023-01-01,03,6.989673331
강원도,2023-01-01,04,6.587339108
강원도,2023-01-01,05,7.055838709
강원도,2023-01-01,06,7.212308455
강원도,2023-01-01,07,7.237907825
강원도,2023-01-01,08,7.575341433
강원도,2023-01-01,09,7.584715507
강원도,2023-01-01,10,7.370201318
강원도,2023-01-01,11,7.082131664
강원도,2023-01-01,12,6.994946319
강원도,2023-01-01,13,6.73243456
강원도,2023-01-01,14,7.333105652
강원도,2023-01-01,15,8.164505193
강원도,2023-01-01,16,8.200524541
강원도,2023-01-01,17,8.931240095
강원도,2023-01-01,18,8.730831553
강원도,2023-01-01,19,8.170705223
강원도,2023-01-01,20,8.468113591
강원도,2023-01-01,21,9.120901096
강원도,2023-01-01,22,9.560197043
강원도,2023-01-01,23,10.13543061
강원도,2023-01-02,00,9.248291236
강원도,2023-01-02,01,9.194706225
강원도,2023-01-02,02,9.129317041
강원도,2023-01-02,03,9.081458903
강원도,2023-01-02,04,9.099725999
강원도,2023-01-02,05,9.165917765
강원도,2023-01-02,06,9.600423497
강원도,2023-01-02,07,10.23362285
강원도,2023-01-02,08,11.21954741
강원도,2023-01-02,09,10.86557975
강원도,2023-01-02,10,10.34401907
강원도,2023-01-02,11,9.606850362
강원도,2023-01-02,12,8.329153798
강원도,2023-01-02,13,8.814553967
강원도,2023-01-02,14,9.326207877
강원도,2023-01-02,15,10.24799033
강원도,2023-01-02,16,10.67835409
강원도,2023-01-02,17,10.88105603
강원도,2023-01-02,18,11.01272499
강원도,2023-01-02,19,11.07993369
강원도,2023-01-02,20,10.45777488
강원도,2023-01-02,21,10.07489778
강원도,2023-01-02,22,10.38455924
강원도,2023-01-02,23,10.82109661
강원도,2023-01-03,00,10.16642027
강원도,2023-01-03,01,9.892157484
강원도,2023-01-03,02,9.977739958
강원도,2023-01-03,03,10.04367859
강원도,2023-01-03,04,10.17156431
강원도,2023-01-03,05,10.24979418
강원도,2023-01-03,06,10.26545559
강원도,2023-01-03,07,10.38104299
강원도,2023-01-03,08,11.46877146
강원도,2023-01-03,09,11.4420117
강원도,2023-01-03,10,10.56991587
강원도,2023-01-03,11,9.809808122
강원도,2023-01-03,12,8.610270659
강원도,2023-01-03,13,8.791637648
강원도,2023-01-03,14,9.46028838
강원도,2023-01-03,15,10.02808506
강원도,2023-01-03,16,10.80979583
강원도,2023-01-03,17,10.84449091
강원도,2023-01-03,18,11.23354442
강원도,2023-01-03,19,10.84857752
강원도,2023-01-03,20,10.40961957
강원도,2023-01-03,21,10.15220053
강원도,2023-01-03,22,10.41751303
강원도,2023-01-03,23,10.51653789
강원도,2023-01-04,00,10.0660543
강원도,2023-01-04,01,10.02979073
강원도,2023-01-04,02,9.717968222
강원도,2023-01-04,03,9.287571315
강원도,2023-01-04,04,9.298337723
강원도,2023-01-04,05,9.258969139
강원도,2023-01-04,06,9.332190763
강원도,2023-01-04,07,9.971859675
강원도,2023-01-04,08,11.419849
강원도,2023-01-04,09,11.56523724
강원도,2023-01-04,10,11.41363087
강원도,2023-01-04,11,10.31988312
강원도,2023-01-04,12,9.035487739
강원도,2023-01-04,13,9.491069952
강원도,2023-01-04,14,10.15826297
강원도,2023-01-04,15,10.39307194
강원도,2023-01-04,16,10.68780047
강원도,2023-01-04,17,10.82229777
강원도,2023-01-04,18,11.04586055
강원도,2023-01-04,19,10.84896234
강원도,2023-01-04,20,10.66394824
강원도,2023-01-04,21,10.17231375
강원도,2023-01-04,22,9.977152342
강원도,2023-01-04,23,10.41403585
강원도,2023-01-05,00,10.00572889
강원도,2023-01-05,01,10.09399239
강원도,2023-01-05,02,9.913350662
강원도,2023-01-05,03,9.914746088
강원도,2023-01-05,04,10.03528492
강원도,2023-01-05,05,10.03325548
강원도,2023-01-05,06,10.12444763
강원도,2023-01-05,07,10.24392814
강원도,2023-01-05,08,11.47419905
강원도,2023-01-05,09,11.71684351
강원도,2023-01-05,10,11.67439777
강원도,2023-01-05,11,11.08138411
강원도,2023-01-05,12,10.59884103
강원도,2023-01-05,13,11.14663443
강원도,2023-01-05,14,11.50797642
강원도,2023-01-05,15,11.11202772
강원도,2023-01-05,16,11.112931
강원도,2023-01-05,17,11.13088491
강원도,2023-01-05,18,11.17412734
강원도,2023-01-05,19,10.86134762
강원도,2023-01-05,20,10.49363873
강원도,2023-01-05,21,9.926769414
강원도,2023-01-05,22,9.877742779
강원도,2023-01-05,23,9.972265006
강원도,2023-01-06,00,9.914418481
강원도,2023-01-06,01,9.866736105
강원도,2023-01-06,02,9.722475361
강원도,2023-01-06,03,9.71963683
강원도,2023-01-06,04,9.778228319
강원도,2023-01-06,05,9.923058084
강원도,2023-01-06,06,10.21495704
강원도,2023-01-06,07,10.04796189
강원도,2023-01-06,08,11.24762253
강원도,2023-01-06,09,11.40335934
강원도,2023-01-06,10,11.09135391
강원도,2023-01-06,11,10.74946371
강원도,2023-01-06,12,9.737232545
강원도,2023-01-06,13,9.853823468
강원도,2023-01-06,14,10.39939017
강원도,2023-01-06,15,10.53034592
강원도,2023-01-06,16,10.98111714
강원도,2023-01-06,17,11.56626526
강원도,2023-01-06,18,11.19162425
강원도,2023-01-06,19,11.07061168
강원도,2023-01-06,20,10.83210624
강원도,2023-01-06,21,9.982028424
강원도,2023-01-06,22,10.41195291
강원도,2023-01-06,23,10.14199905
강원도,2023-01-07,00,8.918138589
강원도,2023-01-07,01,8.393269199
강원도,2023-01-07,02,8.473665563
강원도,2023-01-07,03,8.470388105
강원도,2023-01-07,04,8.82797984
강원도,2023-01-07,05,9.043104837
강원도,2023-01-07,06,8.940194111
강원도,2023-01-07,07,8.97406153
강원도,2023-01-07,08,10.05950467
강원도,2023-01-07,09,10.23155401
강원도,2023-01-07,10,10.23703059
강원도,2023-01-07,11,9.795138936
강원도,2023-01-07,12,9.6332511
강원도,2023-01-07,13,9.660242074
강원도,2023-01-07,14,9.662227995
강원도,2023-01-07,15,9.780287414
강원도,2023-01-07,16,9.965461882
강원도,2023-01-07,17,10.36252867
강원도,2023-01-07,18,10.10342797
강원도,2023-01-07,19,8.940920344
강원도,2023-01-07,20,8.28289525
강원도,2023-01-07,21,7.778124437
강원도,2023-01-07,22,7.748575561
강원도,2023-01-07,23,7.992472804
강원도,2023-01-08,00,7.227547541
강원도,2023-01-08,01,6.907191935
강원도,2023-01-08,02,7.091286616
강원도,2023-01-08,03,7.063146016
강원도,2023-01-08,04,7.105102101
강원도,2023-01-08,05,7.216150018
강원도,2023-01-08,06,7.249636148
강원도,2023-01-08,07,7.32848629
